CDUID,month,year,date,background_pm25
2421,1,2032,2032-01-01,0.328
2421,2,2032,2032-02-01,0.288
2421,3,2032,2032-03-01,0.954
2421,4,2032,2032-04-01,0.59
2421,5,2032,2032-05-01,0.762
2421,6,2032,2032-06-01,0.668
2421,7,2032,2032-07-01,1.11
2421,8,2032,2032-08-01,0.968
2421,9,2032,2032-09-01,0.88
2421,10,2032,2032-10-01,0.658
2421,11,2032,2032-11-01,0.41
2421,12,2032,2032-12-01,0.388
2421,1,2033,2033-01-01,0.326
2421,2,2033,2033-02-01,0.286
2421,3,2033,2033-03-01,0.958
2421,4,2033,2033-04-01,0.59
2421,5,2033,2033-05-01,0.764
2421,6,2033,2033-06-01,0.666
2421,7,2033,2033-07-01,1.11
2421,8,2033,2033-08-01,0.966
2421,9,2033,2033-09-01,0.88
2421,10,2033,2033-10-01,0.656
2421,11,2033,2033-11-01,0.41
2421,12,2033,2033-12-01,0.386
2421,1,2034,2034-01-01,0.324
2421,2,2034,2034-02-01,0.28400000000000003
2421,3,2034,2034-03-01,0.962
2421,4,2034,2034-04-01,0.59
2421,5,2034,2034-05-01,0.766
2421,6,2034,2034-06-01,0.664
2421,7,2034,2034-07-01,1.11
2421,8,2034,2034-08-01,0.964
2421,9,2034,2034-09-01,0.88
2421,10,2034,2034-10-01,0.654
2421,11,2034,2034-11-01,0.41
2421,12,2034,2034-12-01,0.384
2421,1,2035,2035-01-01,0.322
2421,2,2035,2035-02-01,0.28200000000000003
2421,3,2035,2035-03-01,0.966
2421,4,2035,2035-04-01,0.59
2421,5,2035,2035-05-01,0.768
2421,6,2035,2035-06-01,0.662
2421,7,2035,2035-07-01,1.11
2421,8,2035,2035-08-01,0.962
2421,9,2035,2035-09-01,0.88
2421,10,2035,2035-10-01,0.652
2421,11,2035,2035-11-01,0.41
2421,12,2035,2035-12-01,0.382
2421,1,2036,2036-01-01,0.32
2421,2,2036,2036-02-01,0.28
2421,3,2036,2036-03-01,0.97
2421,4,2036,2036-04-01,0.59
2421,5,2036,2036-05-01,0.77
2421,6,2036,2036-06-01,0.66
2421,7,2036,2036-07-01,1.11
2421,8,2036,2036-08-01,0.96
2421,9,2036,2036-09-01,0.88
2421,10,2036,2036-10-01,0.65
2421,11,2036,2036-11-01,0.41
2421,12,2036,2036-12-01,0.38
2422,1,2019,2019-01-01,0.76
2422,2,2019,2019-02-01,0.58
2422,3,2019,2019-03-01,1.66
2422,4,2019,2019-04-01,0.94
2422,5,2019,2019-05-01,1.12
2422,6,2019,2019-06-01,1.04
2422,7,2019,2019-07-01,1.6
2422,8,2019,2019-08-01,1.58
2422,9,2019,2019-09-01,1.38
2422,10,2019,2019-10-01,1.21
2422,11,2019,2019-11-01,0.92
2422,12,2019,2019-12-01,0.87
2422,1,2020,2020-01-01,0.7442857142857143
2422,2,2020,2020-02-01,0.5657142857142857
2422,3,2020,2020-03-01,1.63
2422,4,2020,2020-04-01,0.9185714285714285
2422,5,2020,2020-05-01,1.1014285714285714
2422,6,2020,2020-06-01,1.02
2422,7,2020,2020-07-01,1.5671428571428572
2422,8,2020,2020-08-01,1.54
2422,9,2020,2020-09-01,1.3528571428571428
2422,10,2020,2020-10-01,1.1785714285714286
2422,11,2020,2020-11-01,0.8985714285714286
2422,12,2020,2020-12-01,0.8514285714285714
2422,1,2021,2021-01-01,0.7285714285714285
2422,2,2021,2021-02-01,0.5514285714285714
2422,3,2021,2021-03-01,1.5999999999999999
2422,4,2021,2021-04-01,0.8971428571428571
2422,5,2021,2021-05-01,1.082857142857143
2422,6,2021,2021-06-01,1
2422,7,2021,2021-07-01,1.5342857142857145
2422,8,2021,2021-08-01,1.5
2422,9,2021,2021-09-01,1.3257142857142856
2422,10,2021,2021-10-01,1.147142857142857
2422,11,2021,2021-11-01,0.8771428571428572
2422,12,2021,2021-12-01,0.8328571428571429
2422,1,2022,2022-01-01,0.7128571428571429
2422,2,2022,2022-02-01,0.5371428571428571
2422,3,2022,2022-03-01,1.5699999999999998
2422,4,2022,2022-04-01,0.8757142857142857
2422,5,2022,2022-05-01,1.0642857142857143
2422,6,2022,2022-06-01,0.98
2422,7,2022,2022-07-01,1.5014285714285716
2422,8,2022,2022-08-01,1.46
2422,9,2022,2022-09-01,1.2985714285714285
2422,10,2022,2022-10-01,1.1157142857142857
2422,11,2022,2022-11-01,0.8557142857142858
2422,12,2022,2022-12-01,0.8142857142857143
2422,1,2023,2023-01-01,0.6971428571428572
2422,2,2023,2023-02-01,0.5228571428571428
2422,3,2023,2023-03-01,1.54
2422,4,2023,2023-04-01,0.8542857142857143
2422,5,2023,2023-05-01,1.0457142857142858
2422,6,2023,2023-06-01,0.9600000000000001
2422,7,2023,2023-07-01,1.4685714285714286
2422,8,2023,2023-08-01,1.4200000000000002
2422,9,2023,2023-09-01,1.2714285714285714
2422,10,2023,2023-10-01,1.0842857142857143
2422,11,2023,2023-11-01,0.8342857142857143
2422,12,2023,2023-12-01,0.7957142857142857
2422,1,2024,2024-01-01,0.6814285714285715
2422,2,2024,2024-02-01,0.5085714285714286
2422,3,2024,2024-03-01,1.51
2422,4,2024,2024-04-01,0.8328571428571429
2422,5,2024,2024-05-01,1.0271428571428571
2422,6,2024,2024-06-01,0.9400000000000001
2422,7,2024,2024-07-01,1.4357142857142857
2422,8,2024,2024-08-01,1.3800000000000001
2422,9,2024,2024-09-01,1.2442857142857142
2422,10,2024,2024-10-01,1.052857142857143
2422,11,2024,2024-11-01,0.8128571428571428
2422,12,2024,2024-12-01,0.7771428571428571
2422,1,2025,2025-01-01,0.6657142857142857
2422,2,2025,2025-02-01,0.4942857142857143
2422,3,2025,2025-03-01,1.48
2422,4,2025,2025-04-01,0.8114285714285715
2422,5,2025,2025-05-01,1.0085714285714287
2422,6,2025,2025-06-01,0.92
2422,7,2025,2025-07-01,1.402857142857143
2422,8,2025,2025-08-01,1.34
2422,9,2025,2025-09-01,1.217142857142857
2422,10,2025,2025-10-01,1.0214285714285714
2422,11,2025,2025-11-01,0.7914285714285715
2422,12,2025,2025-12-01,0.7585714285714286
2422,1,2026,2026-01-01,0.65
2422,2,2026,2026-02-01,0.48
2422,3,2026,2026-03-01,1.45
2422,4,2026,2026-04-01,0.79
2422,5,2026,2026-05-01,0.99
2422,6,2026,2026-06-01,0.9
2422,7,2026,2026-07-01,1.37
2422,8,2026,2026-08-01,1.3
2422,9,2026,2026-09-01,1.19
2422,10,2026,2026-10-01,0.99
2422,11,2026,2026-11-01,0.77
2422,12,2026,2026-12-01,0.74
2422,1,2027,2027-01-01,0.64
2422,2,2027,2027-02-01,0.476
2422,3,2027,2027-03-01,1.446
2422,4,2027,2027-04-01,0.786
2422,5,2027,2027-05-01,0.988
2422,6,2027,2027-06-01,0.896
2422,7,2027,2027-07-01,1.368
2422,8,2027,2027-08-01,1.298
2422,9,2027,2027-09-01,1.188
2422,10,2027,2027-10-01,0.986
2422,11,2027,2027-11-01,0.764
2422,12,2027,2027-12-01,0.73
2422,1,2028,2028-01-01,0.63
2422,2,2028,2028-02-01,0.472
2422,3,2028,2028-03-01,1.442
2422,4,2028,2028-04-01,0.782
2422,5,2028,2028-05-01,0.986
2422,6,2028,2028-06-01,0.892
2422,7,2028,2028-07-01,1.366
2422,8,2028,2028-08-01,1.296
2422,9,2028,2028-09-01,1.186
2422,10,2028,2028-10-01,0.982
2422,11,2028,2028-11-01,0.758
2422,12,2028,2028-12-01,0.72
2422,1,2029,2029-01-01,0.62
2422,2,2029,2029-02-01,0.468
2422,3,2029,2029-03-01,1.438
2422,4,2029,2029-04-01,0.778
2422,5,2029,2029-05-01,0.984
2422,6,2029,2029-06-01,0.888
2422,7,2029,2029-07-01,1.364
2422,8,2029,2029-08-01,1.294
2422,9,2029,2029-09-01,1.184
2422,10,2029,2029-10-01,0.978
2422,11,2029,2029-11-01,0.752
2422,12,2029,2029-12-01,0.71
2422,1,2030,2030-01-01,0.61
2422,2,2030,2030-02-01,0.464
2422,3,2030,2030-03-01,1.434
2422,4,2030,2030-04-01,0.774
2422,5,2030,2030-05-01,0.982
2422,6,2030,2030-06-01,0.884
2422,7,2030,2030-07-01,1.362
2422,8,2030,2030-08-01,1.292
2422,9,2030,2030-09-01,1.182
2422,10,2030,2030-10-01,0.974
2422,11,2030,2030-11-01,0.746
2422,12,2030,2030-12-01,0.7
2422,1,2031,2031-01-01,0.6
2422,2,2031,2031-02-01,0.46
2422,3,2031,2031-03-01,1.43
2422,4,2031,2031-04-01,0.77
2422,5,2031,2031-05-01,0.98
2422,6,2031,2031-06-01,0.88
2422,7,2031,2031-07-01,1.36
2422,8,2031,2031-08-01,1.29
2422,9,2031,2031-09-01,1.18
2422,10,2031,2031-10-01,0.97
2422,11,2031,2031-11-01,0.74
2422,12,2031,2031-12-01,0.69
2422,1,2032,2032-01-01,0.594
2422,2,2032,2032-02-01,0.454
2422,3,2032,2032-03-01,1.432
2422,4,2032,2032-04-01,0.77
2422,5,2032,2032-05-01,0.98
2422,6,2032,2032-06-01,0.878
2422,7,2032,2032-07-01,1.356
2422,8,2032,2032-08-01,1.286
2422,9,2032,2032-09-01,1.176
2422,10,2032,2032-10-01,0.966
2422,11,2032,2032-11-01,0.734
2422,12,2032,2032-12-01,0.6839999999999999
2422,1,2033,2033-01-01,0.588
2422,2,2033,2033-02-01,0.448
2422,3,2033,2033-03-01,1.434
2422,4,2033,2033-04-01,0.77
2422,5,2033,2033-05-01,0.98
2422,6,2033,2033-06-01,0.876
2422,7,2033,2033-07-01,1.352
2422,8,2033,2033-08-01,1.282
2422,9,2033,2033-09-01,1.172
2422,10,2033,2033-10-01,0.962
2422,11,2033,2033-11-01,0.728
2422,12,2033,2033-12-01,0.6779999999999999
2422,1,2034,2034-01-01,0.582
2422,2,2034,2034-02-01,0.442
2422,3,2034,2034-03-01,1.436
2422,4,2034,2034-04-01,0.77
2422,5,2034,2034-05-01,0.98
2422,6,2034,2034-06-01,0.874
2422,7,2034,2034-07-01,1.348
2422,8,2034,2034-08-01,1.278
2422,9,2034,2034-09-01,1.168
2422,10,2034,2034-10-01,0.958
2422,11,2034,2034-11-01,0.722
2422,12,2034,2034-12-01,0.672
2422,1,2035,2035-01-01,0.576
2422,2,2035,2035-02-01,0.436
2422,3,2035,2035-03-01,1.438
2422,4,2035,2035-04-01,0.77
2422,5,2035,2035-05-01,0.98
2422,6,2035,2035-06-01,0.872
2422,7,2035,2035-07-01,1.344
2422,8,2035,2035-08-01,1.274
2422,9,2035,2035-09-01,1.164
2422,10,2035,2035-10-01,0.954
2422,11,2035,2035-11-01,0.716
2422,12,2035,2035-12-01,0.666
2422,1,2036,2036-01-01,0.57
2422,2,2036,2036-02-01,0.43
2422,3,2036,2036-03-01,1.44
2422,4,2036,2036-04-01,0.77
2422,5,2036,2036-05-01,0.98
2422,6,2036,2036-06-01,0.87
2422,7,2036,2036-07-01,1.34
2422,8,2036,2036-08-01,1.27
2422,9,2036,2036-09-01,1.16
2422,10,2036,2036-10-01,0.95
2422,11,2036,2036-11-01,0.71
2422,12,2036,2036-12-01,0.66
2423,1,2019,2019-01-01,3.98
2423,2,2019,2019-02-01,3.22
2423,3,2019,2019-03-01,5.07
2423,4,2019,2019-04-01,3.78
2423,5,2019,2019-05-01,3.7
2423,6,2019,2019-06-01,3.52
2423,7,2019,2019-07-01,3.97
2423,8,2019,2019-08-01,4.29
2423,9,2019,2019-09-01,3.96
2423,10,2019,2019-10-01,4.56
2423,11,2019,2019-11-01,4.17
2423,12,2019,2019-12-01,4.57
2423,1,2020,2020-01-01,3.9085714285714284
2423,2,2020,2020-02-01,3.162857142857143
2423,3,2020,2020-03-01,4.974285714285714
2423,4,2020,2020-04-01,3.7128571428571426
2423,5,2020,2020-05-01,3.642857142857143
2423,6,2020,2020-06-01,3.4614285714285713
2423,7,2020,2020-07-01,3.9000000000000004
2423,8,2020,2020-08-01,4.204285714285715
2423,9,2020,2020-09-01,3.894285714285714
2423,10,2020,2020-10-01,4.4642857142857135
2423,11,2020,2020-11-01,4.095714285714285
2423,12,2020,2020-12-01,4.4871428571428575
2423,1,2021,2021-01-01,3.837142857142857
2423,2,2021,2021-02-01,3.105714285714286
2423,3,2021,2021-03-01,4.878571428571429
2423,4,2021,2021-04-01,3.6457142857142855
2423,5,2021,2021-05-01,3.585714285714286
2423,6,2021,2021-06-01,3.402857142857143
2423,7,2021,2021-07-01,3.83
2423,8,2021,2021-08-01,4.118571428571428
2423,9,2021,2021-09-01,3.8285714285714287
2423,10,2021,2021-10-01,4.368571428571428
2423,11,2021,2021-11-01,4.021428571428571
2423,12,2021,2021-12-01,4.404285714285715
2423,1,2022,2022-01-01,3.7657142857142856
2423,2,2022,2022-02-01,3.0485714285714285
2423,3,2022,2022-03-01,4.782857142857143
2423,4,2022,2022-04-01,3.5785714285714283
2423,5,2022,2022-05-01,3.5285714285714285
2423,6,2022,2022-06-01,3.3442857142857143
2423,7,2022,2022-07-01,3.7600000000000002
2423,8,2022,2022-08-01,4.032857142857143
2423,9,2022,2022-09-01,3.762857142857143
2423,10,2022,2022-10-01,4.272857142857143
2423,11,2022,2022-11-01,3.947142857142857
2423,12,2022,2022-12-01,4.321428571428572
2423,1,2023,2023-01-01,3.6942857142857144
2423,2,2023,2023-02-01,2.9914285714285715
2423,3,2023,2023-03-01,4.687142857142858
2423,4,2023,2023-04-01,3.5114285714285716
2423,5,2023,2023-05-01,3.4714285714285715
2423,6,2023,2023-06-01,3.2857142857142856
2423,7,2023,2023-07-01,3.69
2423,8,2023,2023-08-01,3.947142857142857
2423,9,2023,2023-09-01,3.697142857142857
2423,10,2023,2023-10-01,4.177142857142857
2423,11,2023,2023-11-01,3.8728571428571428
2423,12,2023,2023-12-01,4.238571428571428
2423,1,2024,2024-01-01,3.6228571428571428
2423,2,2024,2024-02-01,2.934285714285714
2423,3,2024,2024-03-01,4.591428571428572
2423,4,2024,2024-04-01,3.4442857142857144
2423,5,2024,2024-05-01,3.414285714285714
2423,6,2024,2024-06-01,3.227142857142857
2423,7,2024,2024-07-01,3.62
2423,8,2024,2024-08-01,3.861428571428571
2423,9,2024,2024-09-01,3.6314285714285712
2423,10,2024,2024-10-01,4.081428571428571
2423,11,2024,2024-11-01,3.7985714285714285
2423,12,2024,2024-12-01,4.155714285714286
2423,1,2025,2025-01-01,3.5514285714285716
2423,2,2025,2025-02-01,2.8771428571428572
2423,3,2025,2025-03-01,4.495714285714286
2423,4,2025,2025-04-01,3.3771428571428572
2423,5,2025,2025-05-01,3.357142857142857
2423,6,2025,2025-06-01,3.1685714285714286
2423,7,2025,2025-07-01,3.55
2423,8,2025,2025-08-01,3.775714285714286
2423,9,2025,2025-09-01,3.565714285714286
2423,10,2025,2025-10-01,3.9857142857142858
2423,11,2025,2025-11-01,3.724285714285714
2423,12,2025,2025-12-01,4.072857142857143
2423,1,2026,2026-01-01,3.48
2423,2,2026,2026-02-01,2.82
2423,3,2026,2026-03-01,4.4
2423,4,2026,2026-04-01,3.31
2423,5,2026,2026-05-01,3.3
2423,6,2026,2026-06-01,3.11
2423,7,2026,2026-07-01,3.48
2423,8,2026,2026-08-01,3.69
2423,9,2026,2026-09-01,3.5
2423,10,2026,2026-10-01,3.89
2423,11,2026,2026-11-01,3.65
2423,12,2026,2026-12-01,3.99
2423,1,2027,2027-01-01,3.442
2423,2,2027,2027-02-01,2.788
2423,3,2027,2027-03-01,4.372
2423,4,2027,2027-04-01,3.286
2423,5,2027,2027-05-01,3.28
2423,6,2027,2027-06-01,3.092
2423,7,2027,2027-07-01,3.464
2423,8,2027,2027-08-01,3.67
2423,9,2027,2027-09-01,3.478
2423,10,2027,2027-10-01,3.864
2423,11,2027,2027-11-01,3.618
2423,12,2027,2027-12-01,3.946
2423,1,2028,2028-01-01,3.404
2423,2,2028,2028-02-01,2.756
2423,3,2028,2028-03-01,4.344
2423,4,2028,2028-04-01,3.262
2423,5,2028,2028-05-01,3.26
2423,6,2028,2028-06-01,3.074
2423,7,2028,2028-07-01,3.448
2423,8,2028,2028-08-01,3.65
2423,9,2028,2028-09-01,3.456
2423,10,2028,2028-10-01,3.838
2423,11,2028,2028-11-01,3.586
2423,12,2028,2028-12-01,3.902
2423,1,2029,2029-01-01,3.366
2423,2,2029,2029-02-01,2.724
2423,3,2029,2029-03-01,4.316
2423,4,2029,2029-04-01,3.238
2423,5,2029,2029-05-01,3.24
2423,6,2029,2029-06-01,3.056
2423,7,2029,2029-07-01,3.432
2423,8,2029,2029-08-01,3.63
2423,9,2029,2029-09-01,3.434
2423,10,2029,2029-10-01,3.812
2423,11,2029,2029-11-01,3.5540000000000003
2423,12,2029,2029-12-01,3.858
2423,1,2030,2030-01-01,3.328
2423,2,2030,2030-02-01,2.692
2423,3,2030,2030-03-01,4.288
2423,4,2030,2030-04-01,3.214
2423,5,2030,2030-05-01,3.22
2423,6,2030,2030-06-01,3.038
2423,7,2030,2030-07-01,3.416
2423,8,2030,2030-08-01,3.61
2423,9,2030,2030-09-01,3.412
2423,10,2030,2030-10-01,3.786
2423,11,2030,2030-11-01,3.5220000000000002
2423,12,2030,2030-12-01,3.814
2423,1,2031,2031-01-01,3.29
2423,2,2031,2031-02-01,2.66
2423,3,2031,2031-03-01,4.26
2423,4,2031,2031-04-01,3.19
2423,5,2031,2031-05-01,3.2
2423,6,2031,2031-06-01,3.02
2423,7,2031,2031-07-01,3.4
2423,8,2031,2031-08-01,3.59
2423,9,2031,2031-09-01,3.39
2423,10,2031,2031-10-01,3.76
2423,11,2031,2031-11-01,3.49
2423,12,2031,2031-12-01,3.77
2423,1,2032,2032-01-01,3.266
2423,2,2032,2032-02-01,2.636
2423,3,2032,2032-03-01,4.25
2423,4,2032,2032-04-01,3.184
2423,5,2032,2032-05-01,3.198
2423,6,2032,2032-06-01,3.0140000000000002
2423,7,2032,2032-07-01,3.39
2423,8,2032,2032-08-01,3.58
2423,9,2032,2032-09-01,3.382
2423,10,2032,2032-10-01,3.7439999999999998
2423,11,2032,2032-11-01,3.474
2423,12,2032,2032-12-01,3.744
2423,1,2033,2033-01-01,3.242
2423,2,2033,2033-02-01,2.612
2423,3,2033,2033-03-01,4.24
2423,4,2033,2033-04-01,3.178
2423,5,2033,2033-05-01,3.196
2423,6,2033,2033-06-01,3.008
2423,7,2033,2033-07-01,3.38
2423,8,2033,2033-08-01,3.57
2423,9,2033,2033-09-01,3.374
2423,10,2033,2033-10-01,3.7279999999999998
2423,11,2033,2033-11-01,3.458
2423,12,2033,2033-12-01,3.718
2423,1,2034,2034-01-01,3.218
2423,2,2034,2034-02-01,2.588
2423,3,2034,2034-03-01,4.2299999999999995
2423,4,2034,2034-04-01,3.172
2423,5,2034,2034-05-01,3.194
2423,6,2034,2034-06-01,3.0020000000000002
2423,7,2034,2034-07-01,3.37
2423,8,2034,2034-08-01,3.56
2423,9,2034,2034-09-01,3.366
2423,10,2034,2034-10-01,3.712
2423,11,2034,2034-11-01,3.442
2423,12,2034,2034-12-01,3.692
2423,1,2035,2035-01-01,3.194
2423,2,2035,2035-02-01,2.564
2423,3,2035,2035-03-01,4.22
2423,4,2035,2035-04-01,3.166
2423,5,2035,2035-05-01,3.192
2423,6,2035,2035-06-01,2.996
2423,7,2035,2035-07-01,3.36
2423,8,2035,2035-08-01,3.55
2423,9,2035,2035-09-01,3.358
2423,10,2035,2035-10-01,3.696
2423,11,2035,2035-11-01,3.426
2423,12,2035,2035-12-01,3.666
2423,1,2036,2036-01-01,3.17
2423,2,2036,2036-02-01,2.54
2423,3,2036,2036-03-01,4.21
2423,4,2036,2036-04-01,3.16
2423,5,2036,2036-05-01,3.19
2423,6,2036,2036-06-01,2.99
2423,7,2036,2036-07-01,3.35
2423,8,2036,2036-08-01,3.54
2423,9,2036,2036-09-01,3.35
2423,10,2036,2036-10-01,3.68
2423,11,2036,2036-11-01,3.41
2423,12,2036,2036-12-01,3.64
2425,1,2019,2019-01-01,4.56
2425,2,2019,2019-02-01,3.94
2425,3,2019,2019-03-01,5.34
2425,4,2019,2019-04-01,3.83
2425,5,2019,2019-05-01,4.04
2425,6,2019,2019-06-01,3.8
2425,7,2019,2019-07-01,4.34
2425,8,2019,2019-08-01,4.4
2425,9,2019,2019-09-01,4.27
2425,10,2019,2019-10-01,4.89
2425,11,2019,2019-11-01,4.17
2425,12,2019,2019-12-01,5.33
2425,1,2020,2020-01-01,4.484285714285714
2425,2,2020,2020-02-01,3.874285714285714
2425,3,2020,2020-03-01,5.231428571428571
2425,4,2020,2020-04-01,3.7585714285714285
2425,5,2020,2020-05-01,3.974285714285714
2425,6,2020,2020-06-01,3.737142857142857
2425,7,2020,2020-07-01,4.271428571428571
2425,8,2020,2020-08-01,4.315714285714286
2425,9,2020,2020-09-01,4.207142857142856
2425,10,2020,2020-10-01,4.784285714285714
2425,11,2020,2020-11-01,4.097142857142857
2425,12,2020,2020-12-01,5.242857142857143
2425,1,2021,2021-01-01,4.408571428571428
2425,2,2021,2021-02-01,3.8085714285714287
2425,3,2021,2021-03-01,5.122857142857143
2425,4,2021,2021-04-01,3.6871428571428573
2425,5,2021,2021-05-01,3.908571428571429
2425,6,2021,2021-06-01,3.674285714285714
2425,7,2021,2021-07-01,4.202857142857143
2425,8,2021,2021-08-01,4.231428571428571
2425,9,2021,2021-09-01,4.144285714285714
2425,10,2021,2021-10-01,4.678571428571429
2425,11,2021,2021-11-01,4.024285714285714
2425,12,2021,2021-12-01,5.155714285714286
2425,1,2022,2022-01-01,4.332857142857143
2425,2,2022,2022-02-01,3.742857142857143
2425,3,2022,2022-03-01,5.014285714285714
2425,4,2022,2022-04-01,3.6157142857142857
2425,5,2022,2022-05-01,3.842857142857143
2425,6,2022,2022-06-01,3.611428571428571
2425,7,2022,2022-07-01,4.134285714285714
2425,8,2022,2022-08-01,4.147142857142858
2425,9,2022,2022-09-01,4.081428571428571
2425,10,2022,2022-10-01,4.572857142857143
2425,11,2022,2022-11-01,3.9514285714285715
2425,12,2022,2022-12-01,5.0685714285714285
2425,1,2023,2023-01-01,4.257142857142857
2425,2,2023,2023-02-01,3.677142857142857
2425,3,2023,2023-03-01,4.905714285714286
2425,4,2023,2023-04-01,3.5442857142857145
2425,5,2023,2023-05-01,3.777142857142857
2425,6,2023,2023-06-01,3.5485714285714285
2425,7,2023,2023-07-01,4.065714285714286
2425,8,2023,2023-08-01,4.062857142857143
2425,9,2023,2023-09-01,4.018571428571429
2425,10,2023,2023-10-01,4.467142857142857
2425,11,2023,2023-11-01,3.8785714285714286
2425,12,2023,2023-12-01,4.981428571428571
2425,1,2024,2024-01-01,4.1814285714285715
2425,2,2024,2024-02-01,3.611428571428571
2425,3,2024,2024-03-01,4.797142857142857
2425,4,2024,2024-04-01,3.472857142857143
2425,5,2024,2024-05-01,3.7114285714285713
2425,6,2024,2024-06-01,3.4857142857142858
2425,7,2024,2024-07-01,3.997142857142857
2425,8,2024,2024-08-01,3.9785714285714286
2425,9,2024,2024-09-01,3.9557142857142855
2425,10,2024,2024-10-01,4.361428571428571
2425,11,2024,2024-11-01,3.8057142857142856
2425,12,2024,2024-12-01,4.894285714285714
2425,1,2025,2025-01-01,4.105714285714286
2425,2,2025,2025-02-01,3.545714285714286
2425,3,2025,2025-03-01,4.688571428571429
2425,4,2025,2025-04-01,3.4014285714285717
2425,5,2025,2025-05-01,3.645714285714286
2425,6,2025,2025-06-01,3.4228571428571426
2425,7,2025,2025-07-01,3.9285714285714284
2425,8,2025,2025-08-01,3.8942857142857146
2425,9,2025,2025-09-01,3.892857142857143
2425,10,2025,2025-10-01,4.255714285714286
2425,11,2025,2025-11-01,3.732857142857143
2425,12,2025,2025-12-01,4.807142857142857
2425,1,2026,2026-01-01,4.03
2425,2,2026,2026-02-01,3.48
2425,3,2026,2026-03-01,4.58
2425,4,2026,2026-04-01,3.33
2425,5,2026,2026-05-01,3.58
2425,6,2026,2026-06-01,3.36
2425,7,2026,2026-07-01,3.86
2425,8,2026,2026-08-01,3.81
2425,9,2026,2026-09-01,3.83
2425,10,2026,2026-10-01,4.15
2425,11,2026,2026-11-01,3.66
2425,12,2026,2026-12-01,4.72
2425,1,2027,2027-01-01,3.994
2425,2,2027,2027-02-01,3.446
2425,3,2027,2027-03-01,4.546
2425,4,2027,2027-04-01,3.31
2425,5,2027,2027-05-01,3.5580000000000003
2425,6,2027,2027-06-01,3.344
2425,7,2027,2027-07-01,3.85
2425,8,2027,2027-08-01,3.798
2425,9,2027,2027-09-01,3.816
2425,10,2027,2027-10-01,4.13
2425,11,2027,2027-11-01,3.63
2425,12,2027,2027-12-01,4.678
2425,1,2028,2028-01-01,3.958
2425,2,2028,2028-02-01,3.412
2425,3,2028,2028-03-01,4.5120000000000005
2425,4,2028,2028-04-01,3.29
2425,5,2028,2028-05-01,3.536
2425,6,2028,2028-06-01,3.328
2425,7,2028,2028-07-01,3.84
2425,8,2028,2028-08-01,3.786
2425,9,2028,2028-09-01,3.802
2425,10,2028,2028-10-01,4.11
2425,11,2028,2028-11-01,3.6
2425,12,2028,2028-12-01,4.636
2425,1,2029,2029-01-01,3.922
2425,2,2029,2029-02-01,3.378
2425,3,2029,2029-03-01,4.478
2425,4,2029,2029-04-01,3.27
2425,5,2029,2029-05-01,3.5140000000000002
2425,6,2029,2029-06-01,3.312
2425,7,2029,2029-07-01,3.83
2425,8,2029,2029-08-01,3.774
2425,9,2029,2029-09-01,3.788
2425,10,2029,2029-10-01,4.09
2425,11,2029,2029-11-01,3.57
2425,12,2029,2029-12-01,4.593999999999999
2425,1,2030,2030-01-01,3.886
2425,2,2030,2030-02-01,3.344
2425,3,2030,2030-03-01,4.444
2425,4,2030,2030-04-01,3.25
2425,5,2030,2030-05-01,3.492
2425,6,2030,2030-06-01,3.296
2425,7,2030,2030-07-01,3.82
2425,8,2030,2030-08-01,3.762
2425,9,2030,2030-09-01,3.774
2425,10,2030,2030-10-01,4.07
2425,11,2030,2030-11-01,3.54
2425,12,2030,2030-12-01,4.552
2425,1,2031,2031-01-01,3.85
2425,2,2031,2031-02-01,3.31
2425,3,2031,2031-03-01,4.41
2425,4,2031,2031-04-01,3.23
2425,5,2031,2031-05-01,3.47
2425,6,2031,2031-06-01,3.28
2425,7,2031,2031-07-01,3.81
2425,8,2031,2031-08-01,3.75
2425,9,2031,2031-09-01,3.76
2425,10,2031,2031-10-01,4.05
2425,11,2031,2031-11-01,3.51
2425,12,2031,2031-12-01,4.51
2425,1,2032,2032-01-01,3.83
2425,2,2032,2032-02-01,3.286
2425,3,2032,2032-03-01,4.396
2425,4,2032,2032-04-01,3.224
2425,5,2032,2032-05-01,3.466
2425,6,2032,2032-06-01,3.276
2425,7,2032,2032-07-01,3.804
2425,8,2032,2032-08-01,3.744
2425,9,2032,2032-09-01,3.756
2425,10,2032,2032-10-01,4.034
2425,11,2032,2032-11-01,3.496
2425,12,2032,2032-12-01,4.4879999999999995
2425,1,2033,2033-01-01,3.81
2425,2,2033,2033-02-01,3.262
2425,3,2033,2033-03-01,4.382
2425,4,2033,2033-04-01,3.218
2425,5,2033,2033-05-01,3.462
2425,6,2033,2033-06-01,3.272
2425,7,2033,2033-07-01,3.798
2425,8,2033,2033-08-01,3.738
2425,9,2033,2033-09-01,3.752
2425,10,2033,2033-10-01,4.018
2425,11,2033,2033-11-01,3.4819999999999998
2425,12,2033,2033-12-01,4.466
2425,1,2034,2034-01-01,3.79
2425,2,2034,2034-02-01,3.238
2425,3,2034,2034-03-01,4.368
2425,4,2034,2034-04-01,3.212
2425,5,2034,2034-05-01,3.458
2425,6,2034,2034-06-01,3.268
2425,7,2034,2034-07-01,3.792
2425,8,2034,2034-08-01,3.732
2425,9,2034,2034-09-01,3.748
2425,10,2034,2034-10-01,4.002
2425,11,2034,2034-11-01,3.468
2425,12,2034,2034-12-01,4.444
