"","HLTH_SERVICE_DLVR_AREA_NAME","year","month","date","pm25"
"441","Thompson Cariboo Shuswap",2015,9,2015-09-01,6.44897408744977
"442","Thompson Cariboo Shuswap",2015,10,2015-10-01,8.36763047493319
"443","Thompson Cariboo Shuswap",2015,11,2015-11-01,10.6571942856395
"444","Thompson Cariboo Shuswap",2015,12,2015-12-01,8.63326372751028
"445","Thompson Cariboo Shuswap",2016,1,2016-01-01,8.73824316369732
"446","Thompson Cariboo Shuswap",2016,2,2016-02-01,8.34415936335482
"447","Thompson Cariboo Shuswap",2016,3,2016-03-01,6.73667249295775
"448","Thompson Cariboo Shuswap",2016,4,2016-04-01,7.02984146080128
"449","Thompson Cariboo Shuswap",2016,5,2016-05-01,6.35866202238773
"450","Thompson Cariboo Shuswap",2016,6,2016-06-01,5.5337420579333
"451","Thompson Cariboo Shuswap",2016,7,2016-07-01,5.38957850894381
"452","Thompson Cariboo Shuswap",2016,8,2016-08-01,5.92644615182989
"453","Thompson Cariboo Shuswap",2016,9,2016-09-01,7.0483295378485
"454","Thompson Cariboo Shuswap",2016,10,2016-10-01,8.42695827285574
"455","Thompson Cariboo Shuswap",2016,11,2016-11-01,9.49650424186698
"456","Thompson Cariboo Shuswap",2016,12,2016-12-01,9.28613708017811
"457","Thompson Cariboo Shuswap",2017,1,2017-01-01,8.49405425818557
"458","Thompson Cariboo Shuswap",2017,2,2017-02-01,8.63960080973763
"459","Thompson Cariboo Shuswap",2017,3,2017-03-01,6.77378144671715
"460","Thompson Cariboo Shuswap",2017,4,2017-04-01,5.85321604571775
"461","Thompson Cariboo Shuswap",2017,5,2017-05-01,6.13492765729945
"462","Thompson Cariboo Shuswap",2017,6,2017-06-01,5.6897297345003
"463","Thompson Cariboo Shuswap",2017,7,2017-07-01,36.8853481899987
"464","Thompson Cariboo Shuswap",2017,8,2017-08-01,53.5300342616875
"465","Thompson Cariboo Shuswap",2017,9,2017-09-01,15.6016550142759
"466","Thompson Cariboo Shuswap",2017,10,2017-10-01,8.19725005498533
"467","Thompson Cariboo Shuswap",2017,11,2017-11-01,9.80045652581434
"468","Thompson Cariboo Shuswap",2017,12,2017-12-01,8.83927641373031
"469","Thompson Cariboo Shuswap",2018,1,2018-01-01,8.32129930791232
"470","Thompson Cariboo Shuswap",2018,2,2018-02-01,8.18536855526954
"471","Thompson Cariboo Shuswap",2018,3,2018-03-01,7.98928666181602
"472","Thompson Cariboo Shuswap",2018,4,2018-04-01,6.37776657221778
"473","Thompson Cariboo Shuswap",2018,5,2018-05-01,6.74133733927654
"474","Thompson Cariboo Shuswap",2018,6,2018-06-01,6.4169977947163
"475","Thompson Cariboo Shuswap",2018,7,2018-07-01,9.03865631256614
"476","Thompson Cariboo Shuswap",2018,8,2018-08-01,51.0964485900159
"477","Thompson Cariboo Shuswap",2018,9,2018-09-01,8.44081637370032
"478","Thompson Cariboo Shuswap",2018,10,2018-10-01,10.3975138472318
"479","Thompson Cariboo Shuswap",2018,11,2018-11-01,10.5497296099902
"480","Thompson Cariboo Shuswap",2018,12,2018-12-01,8.54704976450772
"481","Thompson Cariboo Shuswap",2019,1,2019-01-01,8.56909972216087
"482","Thompson Cariboo Shuswap",2019,2,2019-02-01,8.46010577867526
"483","Thompson Cariboo Shuswap",2019,3,2019-03-01,9.18889715908218
"484","Thompson Cariboo Shuswap",2019,4,2019-04-01,6.11938247751238
"485","Thompson Cariboo Shuswap",2019,5,2019-05-01,7.30077479458042
"486","Thompson Cariboo Shuswap",2019,6,2019-06-01,5.60108449376659
"487","Thompson Cariboo Shuswap",2019,7,2019-07-01,7.78620167198025
"488","Thompson Cariboo Shuswap",2019,8,2019-08-01,6.94993529333716
"489","Thompson Cariboo Shuswap",2019,9,2019-09-01,5.88277891864946
"490","Thompson Cariboo Shuswap",2019,10,2019-10-01,7.43811665266512
"491","Thompson Cariboo Shuswap",2019,11,2019-11-01,10.3032000493139
"492","Thompson Cariboo Shuswap",2019,12,2019-12-01,9.34734066560168
"493","Thompson Cariboo Shuswap",2020,1,2020-01-01,7.79498004983276
"494","Thompson Cariboo Shuswap",2020,2,2020-02-01,7.75694754393359
"495","Thompson Cariboo Shuswap",2020,3,2020-03-01,7.1879844404087
"496","Thompson Cariboo Shuswap",2020,4,2020-04-01,5.9183037200112
"497","Thompson Cariboo Shuswap",2020,5,2020-05-01,5.61683343599761
"498","Thompson Cariboo Shuswap",2020,6,2020-06-01,5.73876234662302
"499","Thompson Cariboo Shuswap",2020,7,2020-07-01,6.5405309220939
"500","Thompson Cariboo Shuswap",2020,8,2020-08-01,6.59436742752563
"501","Thompson Cariboo Shuswap",2020,9,2020-09-01,13.7007619821767
"502","Thompson Cariboo Shuswap",2020,10,2020-10-01,7.87619040956864
"503","Thompson Cariboo Shuswap",2020,11,2020-11-01,7.73563230583008
"504","Thompson Cariboo Shuswap",2020,12,2020-12-01,9.34391582146818
"505","Thompson Cariboo Shuswap",2021,1,2021-01-01,8.63080018285135
"506","Thompson Cariboo Shuswap",2021,2,2021-02-01,8.29487363160841
"507","Thompson Cariboo Shuswap",2021,3,2021-03-01,7.46451385972072
"508","Thompson Cariboo Shuswap",2021,4,2021-04-01,6.15278561429979
"509","Thompson Cariboo Shuswap",2021,5,2021-05-01,6.28403297216846
"510","Thompson Cariboo Shuswap",2021,6,2021-06-01,5.94831990040607
"511","Thompson Cariboo Shuswap",2021,7,2021-07-01,11.5443722707981
"512","Thompson Cariboo Shuswap",2021,8,2021-08-01,18.1221425394817
"513","Thompson Cariboo Shuswap",2021,9,2021-09-01,8.71946329786618
"514","Thompson Cariboo Shuswap",2021,10,2021-10-01,8.23142179716582
"515","Thompson Cariboo Shuswap",2021,11,2021-11-01,10.3409744153326
"516","Thompson Cariboo Shuswap",2021,12,2021-12-01,9.24181381728358
"517","Thompson Cariboo Shuswap",2022,1,2022-01-01,8.63080018285135
"518","Thompson Cariboo Shuswap",2022,2,2022-02-01,8.29487363160841
"519","Thompson Cariboo Shuswap",2022,3,2022-03-01,7.46451385972072
"520","Thompson Cariboo Shuswap",2022,4,2022-04-01,6.15278561429979
"521","Thompson Cariboo Shuswap",2022,5,2022-05-01,6.28403297216846
"522","Thompson Cariboo Shuswap",2022,6,2022-06-01,5.94831990040607
"523","Thompson Cariboo Shuswap",2022,7,2022-07-01,11.5443722707981
"524","Thompson Cariboo Shuswap",2022,8,2022-08-01,18.1221425394817
"525","Thompson Cariboo Shuswap",2022,9,2022-09-01,8.71946329786618
"526","Thompson Cariboo Shuswap",2022,10,2022-10-01,8.23142179716582
"527","Thompson Cariboo Shuswap",2022,11,2022-11-01,10.3409744153326
"528","Thompson Cariboo Shuswap",2022,12,2022-12-01,9.24181381728358
"529","Fraser East",2012,1,2012-01-01,7.05523956445861
"530","Fraser East",2012,2,2012-02-01,6.84116468415137
"531","Fraser East",2012,3,2012-03-01,6.74743543614743
"532","Fraser East",2012,4,2012-04-01,6.08078792521328
"533","Fraser East",2012,5,2012-05-01,5.9418105876151
"534","Fraser East",2012,6,2012-06-01,5.64186919952559
"535","Fraser East",2012,7,2012-07-01,7.18494079590928
"536","Fraser East",2012,8,2012-08-01,6.96950860425389
"537","Fraser East",2012,9,2012-09-01,6.97680786165763
"538","Fraser East",2012,10,2012-10-01,6.45868373715765
"539","Fraser East",2012,11,2012-11-01,5.5796023586341
"540","Fraser East",2012,12,2012-12-01,5.26124429836301
"541","Fraser East",2013,1,2013-01-01,8.49711093591726
"542","Fraser East",2013,2,2013-02-01,8.02616907176016
"543","Fraser East",2013,3,2013-03-01,8.07699931797256
"544","Fraser East",2013,4,2013-04-01,7.0388960738019
"545","Fraser East",2013,5,2013-05-01,7.12934921404784
"546","Fraser East",2013,6,2013-06-01,6.48256064448445
"547","Fraser East",2013,7,2013-07-01,7.00560703995052
"548","Fraser East",2013,8,2013-08-01,6.46765676184868
"549","Fraser East",2013,9,2013-09-01,7.32581090766694
"550","Fraser East",2013,10,2013-10-01,9.72243009798453
"551","Fraser East",2013,11,2013-11-01,8.78738711947781
"552","Fraser East",2013,12,2013-12-01,8.08253904128953
"553","Fraser East",2014,1,2014-01-01,8.78740343640259
"554","Fraser East",2014,2,2014-02-01,6.06752283281672
"555","Fraser East",2014,3,2014-03-01,6.76855433404766
"556","Fraser East",2014,4,2014-04-01,6.33721840819036
"557","Fraser East",2014,5,2014-05-01,6.47367235553613
"558","Fraser East",2014,6,2014-06-01,5.90358065956254
"559","Fraser East",2014,7,2014-07-01,6.89334504166006
"560","Fraser East",2014,8,2014-08-01,8.62506020780058
"561","Fraser East",2014,9,2014-09-01,6.23549697753801
"562","Fraser East",2014,10,2014-10-01,6.02632288104004
"563","Fraser East",2014,11,2014-11-01,8.53494916419529
"564","Fraser East",2014,12,2014-12-01,6.62251605956477
"565","Fraser East",2015,1,2015-01-01,7.74667377221089
"566","Fraser East",2015,2,2015-02-01,7.43460579162506
"567","Fraser East",2015,3,2015-03-01,8.02551613366823
"568","Fraser East",2015,4,2015-04-01,6.49292249401507
"569","Fraser East",2015,5,2015-05-01,7.1050794686628
"570","Fraser East",2015,6,2015-06-01,6.68870411397569
"571","Fraser East",2015,7,2015-07-01,9.47523356871222
"572","Fraser East",2015,8,2015-08-01,8.96123747968182
"573","Fraser East",2015,9,2015-09-01,5.97069700404291
"574","Fraser East",2015,10,2015-10-01,7.96935627606449
"575","Fraser East",2015,11,2015-11-01,8.94173532561499
"576","Fraser East",2015,12,2015-12-01,6.99677480610711
"577","Fraser East",2016,1,2016-01-01,7.3723287418466
"578","Fraser East",2016,2,2016-02-01,6.62291717971076
"579","Fraser East",2016,3,2016-03-01,6.16099455993634
"580","Fraser East",2016,4,2016-04-01,8.07674869735844
"581","Fraser East",2016,5,2016-05-01,5.95325463279023
"582","Fraser East",2016,6,2016-06-01,5.33346287963007
"583","Fraser East",2016,7,2016-07-01,5.48868965863445
"584","Fraser East",2016,8,2016-08-01,6.0994931637712
"585","Fraser East",2016,9,2016-09-01,5.89108792062394
"586","Fraser East",2016,10,2016-10-01,6.34076373551071
"587","Fraser East",2016,11,2016-11-01,6.83850020173809
"588","Fraser East",2016,12,2016-12-01,7.19976296401917
"589","Fraser East",2017,1,2017-01-01,6.85219711323246
"590","Fraser East",2017,2,2017-02-01,6.83547124998728
"591","Fraser East",2017,3,2017-03-01,6.40739152358799
"592","Fraser East",2017,4,2017-04-01,5.76381797347103
"593","Fraser East",2017,5,2017-05-01,6.86442767275955
"594","Fraser East",2017,6,2017-06-01,6.33304183631485
"595","Fraser East",2017,7,2017-07-01,6.17382613647484
"596","Fraser East",2017,8,2017-08-01,20.4821534711587
"597","Fraser East",2017,9,2017-09-01,10.0185669005874
"598","Fraser East",2017,10,2017-10-01,7.63636632024586
"599","Fraser East",2017,11,2017-11-01,6.50000958412212
"600","Fraser East",2017,12,2017-12-01,6.77982166096663
"601","Fraser East",2018,1,2018-01-01,6.90228482362721
"602","Fraser East",2018,2,2018-02-01,7.228344379852
"603","Fraser East",2018,3,2018-03-01,7.0175139264765
"604","Fraser East",2018,4,2018-04-01,6.69188740858325
"605","Fraser East",2018,5,2018-05-01,6.97318131453259
"606","Fraser East",2018,6,2018-06-01,5.82013846781471
"607","Fraser East",2018,7,2018-07-01,7.44643435983359
"608","Fraser East",2018,8,2018-08-01,24.3964650482958
"609","Fraser East",2018,9,2018-09-01,6.70415353416239
"610","Fraser East",2018,10,2018-10-01,9.98464197310219
"611","Fraser East",2018,11,2018-11-01,8.07355474538871
"612","Fraser East",2018,12,2018-12-01,6.9529216082357
"613","Fraser East",2019,1,2019-01-01,7.54021310250737
"614","Fraser East",2019,2,2019-02-01,7.07296020316962
"615","Fraser East",2019,3,2019-03-01,7.62210060745521
"616","Fraser East",2019,4,2019-04-01,6.06500979865704
"617","Fraser East",2019,5,2019-05-01,7.14283539551605
"618","Fraser East",2019,6,2019-06-01,5.4840516805206
"619","Fraser East",2019,7,2019-07-01,6.34400558503219
"620","Fraser East",2019,8,2019-08-01,6.41637620798226
"621","Fraser East",2019,9,2019-09-01,5.57771495239838
"622","Fraser East",2019,10,2019-10-01,7.93982279067061
"623","Fraser East",2019,11,2019-11-01,9.06758936875068
"624","Fraser East",2019,12,2019-12-01,7.41114685442708
"625","Fraser East",2020,1,2020-01-01,7.29457538376066
"626","Fraser East",2020,2,2020-02-01,8.17129909913537
"627","Fraser East",2020,3,2020-03-01,7.27468687566918
"628","Fraser East",2020,4,2020-04-01,6.1713323696038
"629","Fraser East",2020,5,2020-05-01,6.33160122231675
"630","Fraser East",2020,6,2020-06-01,6.16803431904177
"631","Fraser East",2020,7,2020-07-01,6.92093357165789
"632","Fraser East",2020,8,2020-08-01,7.23522102136898
"633","Fraser East",2020,9,2020-09-01,13.6607276620991
"634","Fraser East",2020,10,2020-10-01,8.33597067434717
"635","Fraser East",2020,11,2020-11-01,7.10091672625031
"636","Fraser East",2020,12,2020-12-01,7.65927095327128
"637","Fraser East",2021,1,2021-01-01,7.55992014414685
"638","Fraser East",2021,2,2021-02-01,7.16009910546495
"639","Fraser East",2021,3,2021-03-01,7.11435035271557
"640","Fraser East",2021,4,2021-04-01,6.52607635733015
"641","Fraser East",2021,5,2021-05-01,6.61342090216743
"642","Fraser East",2021,6,2021-06-01,6.0386977098087
"643","Fraser East",2021,7,2021-07-01,7.11359704092195
"644","Fraser East",2021,8,2021-08-01,10.4510302661671
"645","Fraser East",2021,9,2021-09-01,7.56871221465224
"646","Fraser East",2021,10,2021-10-01,7.89374275322016
"647","Fraser East",2021,11,2021-11-01,7.69166639331494
"648","Fraser East",2021,12,2021-12-01,7.00938946183223
"649","Fraser East",2022,1,2022-01-01,7.55992014414685
"650","Fraser East",2022,2,2022-02-01,7.16009910546495
"651","Fraser East",2022,3,2022-03-01,7.11435035271557
"652","Fraser East",2022,4,2022-04-01,6.52607635733015
"653","Fraser East",2022,5,2022-05-01,6.61342090216743
"654","Fraser East",2022,6,2022-06-01,6.0386977098087
"655","Fraser East",2022,7,2022-07-01,7.11359704092195
"656","Fraser East",2022,8,2022-08-01,10.4510302661671
"657","Fraser East",2022,9,2022-09-01,7.56871221465224
"658","Fraser East",2022,10,2022-10-01,7.89374275322016
"659","Fraser East",2022,11,2022-11-01,7.69166639331494
"660","Fraser East",2022,12,2022-12-01,7.00938946183223
"661","Fraser North",2012,1,2012-01-01,7.25876411223298
"662","Fraser North",2012,2,2012-02-01,7.28881664411076
"663","Fraser North",2012,3,2012-03-01,7.0503684167215
"664","Fraser North",2012,4,2012-04-01,6.01551133315082
"665","Fraser North",2012,5,2012-05-01,5.99058542003352
"666","Fraser North",2012,6,2012-06-01,5.96745767896515
"667","Fraser North",2012,7,2012-07-01,7.35846860592815
"668","Fraser North",2012,8,2012-08-01,6.59737489248631
"669","Fraser North",2012,9,2012-09-01,7.31592510949784
"670","Fraser North",2012,10,2012-10-01,6.67018606993895
"671","Fraser North",2012,11,2012-11-01,5.86252427368156
"672","Fraser North",2012,12,2012-12-01,5.90764911437232
"673","Fraser North",2013,1,2013-01-01,8.87581067617296
"674","Fraser North",2013,2,2013-02-01,8.10432164189061
"675","Fraser North",2013,3,2013-03-01,7.32201689608026
"676","Fraser North",2013,4,2013-04-01,6.4241529687126
"677","Fraser North",2013,5,2013-05-01,6.62169898980317
"678","Fraser North",2013,6,2013-06-01,6.14045988934883
"679","Fraser North",2013,7,2013-07-01,6.68863328023804
"680","Fraser North",2013,8,2013-08-01,6.19370036913485
"681","Fraser North",2013,9,2013-09-01,6.78279893957332
"682","Fraser North",2013,10,2013-10-01,8.79104685187532
"683","Fraser North",2013,11,2013-11-01,8.77593909468995
"684","Fraser North",2013,12,2013-12-01,8.45020817772995
"685","Fraser North",2014,1,2014-01-01,8.67821493265347
"686","Fraser North",2014,2,2014-02-01,6.40193900770043
"687","Fraser North",2014,3,2014-03-01,6.99909546877249
"688","Fraser North",2014,4,2014-04-01,6.05053522034993
"689","Fraser North",2014,5,2014-05-01,6.31053114344765
"690","Fraser North",2014,6,2014-06-01,5.94199125801121
"691","Fraser North",2014,7,2014-07-01,7.14182583726048
"692","Fraser North",2014,8,2014-08-01,8.67015166384265
"693","Fraser North",2014,9,2014-09-01,6.72890663226223
"694","Fraser North",2014,10,2014-10-01,6.20106375664166
"695","Fraser North",2014,11,2014-11-01,8.41845537395548
"696","Fraser North",2014,12,2014-12-01,7.02562301183269
"697","Fraser North",2015,1,2015-01-01,8.31512461716149
"698","Fraser North",2015,2,2015-02-01,7.6171008923775
"699","Fraser North",2015,3,2015-03-01,7.47346216053907
"700","Fraser North",2015,4,2015-04-01,6.2173023172366
"701","Fraser North",2015,5,2015-05-01,7.22316578690524
"702","Fraser North",2015,6,2015-06-01,6.40276859864815
"703","Fraser North",2015,7,2015-07-01,10.7320281321349
"704","Fraser North",2015,8,2015-08-01,7.94003344154414
"705","Fraser North",2015,9,2015-09-01,5.89577952323146
"706","Fraser North",2015,10,2015-10-01,7.58495007766008
"707","Fraser North",2015,11,2015-11-01,8.88821744902596
"708","Fraser North",2015,12,2015-12-01,7.25351834808737
"709","Fraser North",2016,1,2016-01-01,7.60643612802148
"710","Fraser North",2016,2,2016-02-01,7.10501669572472
"711","Fraser North",2016,3,2016-03-01,6.34340938535148
"712","Fraser North",2016,4,2016-04-01,7.15863445700848
"713","Fraser North",2016,5,2016-05-01,5.85560032176627
"714","Fraser North",2016,6,2016-06-01,5.38016727248247
"715","Fraser North",2016,7,2016-07-01,5.49728387860408
"716","Fraser North",2016,8,2016-08-01,5.96773268937145
"717","Fraser North",2016,9,2016-09-01,5.84486389276904
"718","Fraser North",2016,10,2016-10-01,6.27833364334223
"719","Fraser North",2016,11,2016-11-01,6.83423232154971
"720","Fraser North",2016,12,2016-12-01,7.3458598124369
"721","Fraser North",2017,1,2017-01-01,7.4656244883045
"722","Fraser North",2017,2,2017-02-01,6.8197374549329
"723","Fraser North",2017,3,2017-03-01,6.79114419892755
"724","Fraser North",2017,4,2017-04-01,5.73441960135672
"725","Fraser North",2017,5,2017-05-01,6.37096739419689
"726","Fraser North",2017,6,2017-06-01,6.22423734124106
"727","Fraser North",2017,7,2017-07-01,6.17545248091138
"728","Fraser North",2017,8,2017-08-01,17.582484165036
"729","Fraser North",2017,9,2017-09-01,8.51271286836486
"730","Fraser North",2017,10,2017-10-01,7.57551131108129
"731","Fraser North",2017,11,2017-11-01,6.47620346791625
"732","Fraser North",2017,12,2017-12-01,8.22892735799047
"733","Fraser North",2018,1,2018-01-01,7.41918205617002
"734","Fraser North",2018,2,2018-02-01,7.45703594119712
"735","Fraser North",2018,3,2018-03-01,6.8657984188021
"736","Fraser North",2018,4,2018-04-01,6.44344664429762
"737","Fraser North",2018,5,2018-05-01,6.63629321383185
"738","Fraser North",2018,6,2018-06-01,5.93569144219571
"739","Fraser North",2018,7,2018-07-01,7.35731153801042
"740","Fraser North",2018,8,2018-08-01,22.173470377008
"741","Fraser North",2018,9,2018-09-01,6.55103720104707
"742","Fraser North",2018,10,2018-10-01,8.93812490207953
"743","Fraser North",2018,11,2018-11-01,8.14733373493647
"744","Fraser North",2018,12,2018-12-01,7.27453102166933
"745","Fraser North",2019,1,2019-01-01,7.96861859176247
"746","Fraser North",2019,2,2019-02-01,7.06045387740185
"747","Fraser North",2019,3,2019-03-01,6.59254689765642
"748","Fraser North",2019,4,2019-04-01,5.82635497878589
"749","Fraser North",2019,5,2019-05-01,6.7034111795439
"750","Fraser North",2019,6,2019-06-01,5.70534664482156
"751","Fraser North",2019,7,2019-07-01,6.85504438309498
"752","Fraser North",2019,8,2019-08-01,6.64843214111346
"753","Fraser North",2019,9,2019-09-01,5.544577790611
"754","Fraser North",2019,10,2019-10-01,7.79782532403951
"755","Fraser North",2019,11,2019-11-01,8.92245692823636
"756","Fraser North",2019,12,2019-12-01,7.84460849326176
"757","Fraser North",2020,1,2020-01-01,7.47664338156003
"758","Fraser North",2020,2,2020-02-01,8.39676870580335
"759","Fraser North",2020,3,2020-03-01,7.46568268763352
"760","Fraser North",2020,4,2020-04-01,6.38674573496607
"761","Fraser North",2020,5,2020-05-01,6.45103310177286
"762","Fraser North",2020,6,2020-06-01,6.46564730828542
"763","Fraser North",2020,7,2020-07-01,7.13631513572256
"764","Fraser North",2020,8,2020-08-01,7.21003565044931
"765","Fraser North",2020,9,2020-09-01,11.5949356924972
"766","Fraser North",2020,10,2020-10-01,8.2787727871738
"767","Fraser North",2020,11,2020-11-01,7.59032942727631
"768","Fraser North",2020,12,2020-12-01,7.785679808825
"769","Fraser North",2021,1,2021-01-01,7.88562404207101
"770","Fraser North",2021,2,2021-02-01,7.38667906949667
"771","Fraser North",2021,3,2021-03-01,6.97995645507864
"772","Fraser North",2021,4,2021-04-01,6.2818128225362
"773","Fraser North",2021,5,2021-05-01,6.39010069169959
"774","Fraser North",2021,6,2021-06-01,6.085191807108
"775","Fraser North",2021,7,2021-07-01,7.26931214847428
"776","Fraser North",2021,8,2021-08-01,9.79760214303243
"777","Fraser North",2021,9,2021-09-01,7.17130507219481
"778","Fraser North",2021,10,2021-10-01,7.60859311520634
"779","Fraser North",2021,11,2021-11-01,7.74219697489545
"780","Fraser North",2021,12,2021-12-01,7.4740000263818
"781","Fraser North",2022,1,2022-01-01,7.88562404207101
"782","Fraser North",2022,2,2022-02-01,7.38667906949667
"783","Fraser North",2022,3,2022-03-01,6.97995645507864
"784","Fraser North",2022,4,2022-04-01,6.2818128225362
"785","Fraser North",2022,5,2022-05-01,6.39010069169959
"786","Fraser North",2022,6,2022-06-01,6.085191807108
"787","Fraser North",2022,7,2022-07-01,7.26931214847428
"788","Fraser North",2022,8,2022-08-01,9.79760214303243
"789","Fraser North",2022,9,2022-09-01,7.17130507219481
"790","Fraser North",2022,10,2022-10-01,7.60859311520634
"791","Fraser North",2022,11,2022-11-01,7.74219697489545
"792","Fraser North",2022,12,2022-12-01,7.4740000263818
"793","Fraser South",2012,1,2012-01-01,7.1761462443163
"794","Fraser South",2012,2,2012-02-01,7.08687962407656
"795","Fraser South",2012,3,2012-03-01,6.89402985290841
"796","Fraser South",2012,4,2012-04-01,6.01749318063594
"797","Fraser South",2012,5,2012-05-01,5.92150337796801
"798","Fraser South",2012,6,2012-06-01,5.93815268285945
"799","Fraser South",2012,7,2012-07-01,7.06846987228895
"800","Fraser South",2012,8,2012-08-01,6.47828467504458
"801","Fraser South",2012,9,2012-09-01,6.94049590143901
"802","Fraser South",2012,10,2012-10-01,6.63615305211165
"803","Fraser South",2012,11,2012-11-01,5.56103729080071
"804","Fraser South",2012,12,2012-12-01,5.63846200942232
"805","Fraser South",2013,1,2013-01-01,8.78200826895493
"806","Fraser South",2013,2,2013-02-01,8.05457747493684
"807","Fraser South",2013,3,2013-03-01,7.49626368021534
"808","Fraser South",2013,4,2013-04-01,6.70350149677979
"809","Fraser South",2013,5,2013-05-01,6.66173647051689
"810","Fraser South",2013,6,2013-06-01,6.29411740930644
"811","Fraser South",2013,7,2013-07-01,6.43859693589504
"812","Fraser South",2013,8,2013-08-01,6.09413737587187
"813","Fraser South",2013,9,2013-09-01,6.63090644506799
"814","Fraser South",2013,10,2013-10-01,9.29205880318543
"815","Fraser South",2013,11,2013-11-01,9.00215368068919
"816","Fraser South",2013,12,2013-12-01,8.20055584145855
"817","Fraser South",2014,1,2014-01-01,9.02147671124435
"818","Fraser South",2014,2,2014-02-01,6.3785067738671
"819","Fraser South",2014,3,2014-03-01,6.78133158873037
"820","Fraser South",2014,4,2014-04-01,6.13586630529863
"821","Fraser South",2014,5,2014-05-01,6.37817295822824
"822","Fraser South",2014,6,2014-06-01,5.94522633892137
"823","Fraser South",2014,7,2014-07-01,6.68869623220511
"824","Fraser South",2014,8,2014-08-01,8.2091982359782
"825","Fraser South",2014,9,2014-09-01,6.57276129962296
"826","Fraser South",2014,10,2014-10-01,6.12379227460504
"827","Fraser South",2014,11,2014-11-01,8.79729158749798
"828","Fraser South",2014,12,2014-12-01,7.02856499112063
"829","Fraser South",2015,1,2015-01-01,8.45867390634203
"830","Fraser South",2015,2,2015-02-01,7.59767737650342
"831","Fraser South",2015,3,2015-03-01,7.4988379906206
"832","Fraser South",2015,4,2015-04-01,6.26499908180357
"833","Fraser South",2015,5,2015-05-01,7.11867330384407
"834","Fraser South",2015,6,2015-06-01,6.11158717866303
"835","Fraser South",2015,7,2015-07-01,9.54562653942033
"836","Fraser South",2015,8,2015-08-01,7.82777663861681
"837","Fraser South",2015,9,2015-09-01,5.8985293060971
"838","Fraser South",2015,10,2015-10-01,7.83706599112368
"839","Fraser South",2015,11,2015-11-01,9.16176600007131
"840","Fraser South",2015,12,2015-12-01,7.14425203325131
"841","Fraser South",2016,1,2016-01-01,7.70700631470378
"842","Fraser South",2016,2,2016-02-01,6.89709101845578
"843","Fraser South",2016,3,2016-03-01,6.26077882040676
"844","Fraser South",2016,4,2016-04-01,7.37770423801746
"845","Fraser South",2016,5,2016-05-01,5.77831100475599
"846","Fraser South",2016,6,2016-06-01,5.17837056202517
"847","Fraser South",2016,7,2016-07-01,5.24998355105761
"848","Fraser South",2016,8,2016-08-01,5.69227570922809
"849","Fraser South",2016,9,2016-09-01,5.74865698088889
"850","Fraser South",2016,10,2016-10-01,6.20926222183277
"851","Fraser South",2016,11,2016-11-01,6.64018660549872
"852","Fraser South",2016,12,2016-12-01,7.24812592449549
"853","Fraser South",2017,1,2017-01-01,7.30909533947637
"854","Fraser South",2017,2,2017-02-01,6.74522162605
"855","Fraser South",2017,3,2017-03-01,6.57756507768789
"856","Fraser South",2017,4,2017-04-01,5.60949066069549
"857","Fraser South",2017,5,2017-05-01,6.6020376012738
"858","Fraser South",2017,6,2017-06-01,6.16105516951509
"859","Fraser South",2017,7,2017-07-01,5.7368551590132
"860","Fraser South",2017,8,2017-08-01,15.8865439513848
"861","Fraser South",2017,9,2017-09-01,8.41431930803497
"862","Fraser South",2017,10,2017-10-01,7.74638769754979
"863","Fraser South",2017,11,2017-11-01,6.4833859263402
"864","Fraser South",2017,12,2017-12-01,8.31588929584337
"865","Fraser South",2018,1,2018-01-01,7.34771577272145
"866","Fraser South",2018,2,2018-02-01,7.2531298755286
"867","Fraser South",2018,3,2018-03-01,6.8823431271468
"868","Fraser South",2018,4,2018-04-01,6.61568769918271
"869","Fraser South",2018,5,2018-05-01,6.45548219051703
"870","Fraser South",2018,6,2018-06-01,5.75355459167295
"871","Fraser South",2018,7,2018-07-01,6.78745097219491
"872","Fraser South",2018,8,2018-08-01,21.7631040669487
"873","Fraser South",2018,9,2018-09-01,6.49954873238017
"874","Fraser South",2018,10,2018-10-01,9.25173290288736
"875","Fraser South",2018,11,2018-11-01,8.27147652850644
"876","Fraser South",2018,12,2018-12-01,7.25992147245113
"877","Fraser South",2019,1,2019-01-01,8.00360358123272
"878","Fraser South",2019,2,2019-02-01,7.07078695291663
"879","Fraser South",2019,3,2019-03-01,6.80708611745129
"880","Fraser South",2019,4,2019-04-01,5.94354207278672
"881","Fraser South",2019,5,2019-05-01,6.52502937248427
"882","Fraser South",2019,6,2019-06-01,5.45458517830074
"883","Fraser South",2019,7,2019-07-01,6.4358301581134
"884","Fraser South",2019,8,2019-08-01,6.3944020823505
"885","Fraser South",2019,9,2019-09-01,5.49056818910182
"886","Fraser South",2019,10,2019-10-01,8.06255744333707
"887","Fraser South",2019,11,2019-11-01,9.08520679994326
"888","Fraser South",2019,12,2019-12-01,7.57074909308783
"889","Fraser South",2020,1,2020-01-01,7.32683806200105
"890","Fraser South",2020,2,2020-02-01,8.29210411493928
"891","Fraser South",2020,3,2020-03-01,7.41426447278511
"892","Fraser South",2020,4,2020-04-01,6.30620143468368
"893","Fraser South",2020,5,2020-05-01,6.60061994798907
"894","Fraser South",2020,6,2020-06-01,6.55018667959814
