"","HLTH_SERVICE_DLVR_AREA_NAME","year","month","date","pm25","background_pm25","wildfire_pm25"
"1","Central Vancouver Island",2023,1,2023-01-01,1.07889265299472,1.0369387755102,0.0419538774845198
"2","Central Vancouver Island",2023,1,2023-01-01,1.0369387755102,1.0369387755102,0
"3","Central Vancouver Island",2023,1,2023-01-01,1.0369387755102,1.0369387755102,0
"4","Central Vancouver Island",2024,1,2024-01-01,1.07290641790307,1.03081632653061,0.0419538774845198
"5","Central Vancouver Island",2024,1,2024-01-01,1.03081632653061,1.03081632653061,0
"6","Central Vancouver Island",2024,1,2024-01-01,1.03081632653061,1.03081632653061,0
"7","Central Vancouver Island",2025,1,2025-01-01,1.06692018281141,1.02469387755102,0.0419538774845198
"8","Central Vancouver Island",2025,1,2025-01-01,1.02469387755102,1.02469387755102,0
"9","Central Vancouver Island",2025,1,2025-01-01,1.02469387755102,1.02469387755102,0
"10","Central Vancouver Island",2026,1,2026-01-01,1.06093394771976,1.01857142857143,0.0419538774845198
"11","Central Vancouver Island",2026,1,2026-01-01,1.01857142857143,1.01857142857143,0
"12","Central Vancouver Island",2026,1,2026-01-01,1.01857142857143,1.01857142857143,0
"13","Central Vancouver Island",2027,1,2027-01-01,1.05449873303627,1.012,0.0419538774845198
"14","Central Vancouver Island",2027,1,2027-01-01,1.012,1.012,0
"15","Central Vancouver Island",2027,1,2027-01-01,1.012,1.012,0
"16","Central Vancouver Island",2028,1,2028-01-01,1.04806351835277,1.00542857142857,0.0419538774845198
"17","Central Vancouver Island",2028,1,2028-01-01,1.00542857142857,1.00542857142857,0
"18","Central Vancouver Island",2028,1,2028-01-01,1.00542857142857,1.00542857142857,0
"19","Central Vancouver Island",2029,1,2029-01-01,1.04162830366928,0.998857142857143,0.0419538774845198
"20","Central Vancouver Island",2029,1,2029-01-01,0.998857142857143,0.998857142857143,0
"21","Central Vancouver Island",2029,1,2029-01-01,0.998857142857143,0.998857142857143,0
"22","Central Vancouver Island",2030,1,2030-01-01,1.03519308898579,0.992285714285714,0.0419538774845198
"23","Central Vancouver Island",2030,1,2030-01-01,0.992285714285714,0.992285714285714,0
"24","Central Vancouver Island",2030,1,2030-01-01,0.992285714285714,0.992285714285714,0
"25","Central Vancouver Island",2031,1,2031-01-01,1.0287578743023,0.985714285714286,0.0419538774845198
"26","Central Vancouver Island",2031,1,2031-01-01,0.985714285714286,0.985714285714286,0
"27","Central Vancouver Island",2031,1,2031-01-01,0.985714285714286,0.985714285714286,0
"28","Central Vancouver Island",2032,1,2032-01-01,1.02517980247595,0.982,0.0419538774845198
"29","Central Vancouver Island",2032,1,2032-01-01,0.982,0.982,0
"30","Central Vancouver Island",2032,1,2032-01-01,0.982,0.982,0
"31","Central Vancouver Island",2033,1,2033-01-01,1.0216017306496,0.978285714285714,0.0419538774845198
"32","Central Vancouver Island",2033,1,2033-01-01,0.978285714285714,0.978285714285714,0
"33","Central Vancouver Island",2033,1,2033-01-01,0.978285714285714,0.978285714285714,0
"34","Central Vancouver Island",2034,1,2034-01-01,1.01802365882325,0.974571428571429,0.0419538774845198
"35","Central Vancouver Island",2034,1,2034-01-01,0.974571428571429,0.974571428571429,0
"36","Central Vancouver Island",2034,1,2034-01-01,0.974571428571429,0.974571428571429,0
"37","Central Vancouver Island",2035,1,2035-01-01,1.0144455869969,0.970857142857143,0.0419538774845198
"38","Central Vancouver Island",2035,1,2035-01-01,0.970857142857143,0.970857142857143,0
"39","Central Vancouver Island",2035,1,2035-01-01,0.970857142857143,0.970857142857143,0
"40","Central Vancouver Island",2036,1,2036-01-01,1.01086751517055,0.967142857142857,0.0419538774845198
"41","Central Vancouver Island",2036,1,2036-01-01,0.967142857142857,0.967142857142857,0
"42","Central Vancouver Island",2036,1,2036-01-01,0.967142857142857,0.967142857142857,0
"43","Central Vancouver Island",2023,2,2023-02-01,0.623829350662678,0.551836734693878,0.0719926159688009
"44","Central Vancouver Island",2023,2,2023-02-01,0.551836734693878,0.551836734693878,0
"45","Central Vancouver Island",2023,2,2023-02-01,0.551836734693878,0.551836734693878,0
"46","Central Vancouver Island",2024,2,2024-02-01,0.617736562310073,0.545510204081633,0.0719926159688009
"47","Central Vancouver Island",2024,2,2024-02-01,0.545510204081633,0.545510204081633,0
"48","Central Vancouver Island",2024,2,2024-02-01,0.545510204081633,0.545510204081633,0
"49","Central Vancouver Island",2025,2,2025-02-01,0.611643773957467,0.539183673469388,0.0719926159688009
"50","Central Vancouver Island",2025,2,2025-02-01,0.539183673469388,0.539183673469388,0
"51","Central Vancouver Island",2025,2,2025-02-01,0.539183673469388,0.539183673469388,0
"52","Central Vancouver Island",2026,2,2026-02-01,0.605550985604861,0.532857142857143,0.0719926159688009
"53","Central Vancouver Island",2026,2,2026-02-01,0.532857142857143,0.532857142857143,0
"54","Central Vancouver Island",2026,2,2026-02-01,0.532857142857143,0.532857142857143,0
"55","Central Vancouver Island",2027,2,2027-02-01,0.601499013578785,0.528571428571429,0.0719926159688009
"56","Central Vancouver Island",2027,2,2027-02-01,0.528571428571429,0.528571428571429,0
"57","Central Vancouver Island",2027,2,2027-02-01,0.528571428571429,0.528571428571429,0
"58","Central Vancouver Island",2028,2,2028-02-01,0.59744704155271,0.524285714285714,0.0719926159688009
"59","Central Vancouver Island",2028,2,2028-02-01,0.524285714285714,0.524285714285714,0
"60","Central Vancouver Island",2028,2,2028-02-01,0.524285714285714,0.524285714285714,0
"61","Central Vancouver Island",2029,2,2029-02-01,0.593395069526635,0.52,0.0719926159688009
"62","Central Vancouver Island",2029,2,2029-02-01,0.52,0.52,0
"63","Central Vancouver Island",2029,2,2029-02-01,0.52,0.52,0
"64","Central Vancouver Island",2030,2,2030-02-01,0.58934309750056,0.515714285714286,0.0719926159688009
"65","Central Vancouver Island",2030,2,2030-02-01,0.515714285714286,0.515714285714286,0
"66","Central Vancouver Island",2030,2,2030-02-01,0.515714285714286,0.515714285714286,0
"67","Central Vancouver Island",2031,2,2031-02-01,0.585291125474484,0.511428571428571,0.0719926159688009
"68","Central Vancouver Island",2031,2,2031-02-01,0.511428571428571,0.511428571428571,0
"69","Central Vancouver Island",2031,2,2031-02-01,0.511428571428571,0.511428571428571,0
"70","Central Vancouver Island",2032,2,2032-02-01,0.582096296305552,0.508,0.0719926159688009
"71","Central Vancouver Island",2032,2,2032-02-01,0.508,0.508,0
"72","Central Vancouver Island",2032,2,2032-02-01,0.508,0.508,0
"73","Central Vancouver Island",2033,2,2033-02-01,0.578901467136619,0.504571428571429,0.0719926159688009
"74","Central Vancouver Island",2033,2,2033-02-01,0.504571428571429,0.504571428571429,0
"75","Central Vancouver Island",2033,2,2033-02-01,0.504571428571429,0.504571428571429,0
"76","Central Vancouver Island",2034,2,2034-02-01,0.575706637967687,0.501142857142857,0.0719926159688009
"77","Central Vancouver Island",2034,2,2034-02-01,0.501142857142857,0.501142857142857,0
"78","Central Vancouver Island",2034,2,2034-02-01,0.501142857142857,0.501142857142857,0
"79","Central Vancouver Island",2035,2,2035-02-01,0.572511808798754,0.497714285714286,0.0719926159688009
"80","Central Vancouver Island",2035,2,2035-02-01,0.497714285714286,0.497714285714286,0
"81","Central Vancouver Island",2035,2,2035-02-01,0.497714285714286,0.497714285714286,0
"82","Central Vancouver Island",2036,2,2036-02-01,0.569316979629822,0.494285714285714,0.0719926159688009
"83","Central Vancouver Island",2036,2,2036-02-01,0.494285714285714,0.494285714285714,0
"84","Central Vancouver Island",2036,2,2036-02-01,0.494285714285714,0.494285714285714,0
"85","Central Vancouver Island",2023,3,2023-03-01,1.25673469387755,1.25673469387755,0
"86","Central Vancouver Island",2023,3,2023-03-01,1.25673469387755,1.25673469387755,0
"87","Central Vancouver Island",2023,3,2023-03-01,1.31784532301842,1.25673469387755,0.061110629140871
"88","Central Vancouver Island",2023,3,2023-03-01,1.25673469387755,1.25673469387755,0
"89","Central Vancouver Island",2023,3,2023-03-01,1.52293041240354,1.25673469387755,0.266195718525986
"90","Central Vancouver Island",2024,3,2024-03-01,1.24448979591837,1.24448979591837,0
"91","Central Vancouver Island",2024,3,2024-03-01,1.24448979591837,1.24448979591837,0
"92","Central Vancouver Island",2024,3,2024-03-01,1.30579883619281,1.24448979591837,0.061110629140871
"93","Central Vancouver Island",2024,3,2024-03-01,1.24448979591837,1.24448979591837,0
"94","Central Vancouver Island",2024,3,2024-03-01,1.51154978625775,1.24448979591837,0.266195718525986
"95","Central Vancouver Island",2025,3,2025-03-01,1.23224489795918,1.23224489795918,0
"96","Central Vancouver Island",2025,3,2025-03-01,1.23224489795918,1.23224489795918,0
"97","Central Vancouver Island",2025,3,2025-03-01,1.2937523493672,1.23224489795918,0.061110629140871
"98","Central Vancouver Island",2025,3,2025-03-01,1.23224489795918,1.23224489795918,0
"99","Central Vancouver Island",2025,3,2025-03-01,1.50016916011196,1.23224489795918,0.266195718525986
"100","Central Vancouver Island",2026,3,2026-03-01,1.22,1.22,0
"101","Central Vancouver Island",2026,3,2026-03-01,1.22,1.22,0
"102","Central Vancouver Island",2026,3,2026-03-01,1.28170586254159,1.22,0.061110629140871
"103","Central Vancouver Island",2026,3,2026-03-01,1.22,1.22,0
"104","Central Vancouver Island",2026,3,2026-03-01,1.48878853396617,1.22,0.266195718525986
"105","Central Vancouver Island",2027,3,2027-03-01,1.21257142857143,1.21257142857143,0
"106","Central Vancouver Island",2027,3,2027-03-01,1.21257142857143,1.21257142857143,0
"107","Central Vancouver Island",2027,3,2027-03-01,1.2744757022466,1.21257142857143,0.061110629140871
