"","HLTH_SERVICE_DLVR_AREA_CODE","year","month","monthly_smoke","date"
"549","21",2013,9,7.32581090766694,2013-09-01
"550","21",2013,10,9.72243009798453,2013-10-01
"551","21",2013,11,8.78738711947781,2013-11-01
"552","21",2013,12,8.08253904128953,2013-12-01
"553","21",2014,1,8.78740343640259,2014-01-01
"554","21",2014,2,6.06752283281672,2014-02-01
"555","21",2014,3,6.76855433404766,2014-03-01
"556","21",2014,4,6.33721840819036,2014-04-01
"557","21",2014,5,6.47367235553613,2014-05-01
"558","21",2014,6,5.90358065956254,2014-06-01
"559","21",2014,7,6.89334504166006,2014-07-01
"560","21",2014,8,8.62506020780058,2014-08-01
"561","21",2014,9,6.23549697753801,2014-09-01
"562","21",2014,10,6.02632288104004,2014-10-01
"563","21",2014,11,8.53494916419529,2014-11-01
"564","21",2014,12,6.62251605956477,2014-12-01
"565","21",2015,1,7.74667377221089,2015-01-01
"566","21",2015,2,7.43460579162506,2015-02-01
"567","21",2015,3,8.02551613366823,2015-03-01
"568","21",2015,4,6.49292249401507,2015-04-01
"569","21",2015,5,7.1050794686628,2015-05-01
"570","21",2015,6,6.68870411397569,2015-06-01
"571","21",2015,7,9.47523356871222,2015-07-01
"572","21",2015,8,8.96123747968182,2015-08-01
"573","21",2015,9,5.97069700404291,2015-09-01
"574","21",2015,10,7.96935627606449,2015-10-01
"575","21",2015,11,8.94173532561499,2015-11-01
"576","21",2015,12,6.99677480610711,2015-12-01
"577","21",2016,1,7.3723287418466,2016-01-01
"578","21",2016,2,6.62291717971076,2016-02-01
"579","21",2016,3,6.16099455993634,2016-03-01
"580","21",2016,4,8.07674869735844,2016-04-01
"581","21",2016,5,5.95325463279023,2016-05-01
"582","21",2016,6,5.33346287963007,2016-06-01
"583","21",2016,7,5.48868965863445,2016-07-01
"584","21",2016,8,6.0994931637712,2016-08-01
"585","21",2016,9,5.89108792062394,2016-09-01
"586","21",2016,10,6.34076373551071,2016-10-01
"587","21",2016,11,6.83850020173809,2016-11-01
"588","21",2016,12,7.19976296401917,2016-12-01
"589","21",2017,1,6.85219711323246,2017-01-01
"590","21",2017,2,6.83547124998728,2017-02-01
"591","21",2017,3,6.40739152358799,2017-03-01
"592","21",2017,4,5.76381797347103,2017-04-01
"593","21",2017,5,6.86442767275955,2017-05-01
"594","21",2017,6,6.33304183631485,2017-06-01
"595","21",2017,7,6.17382613647484,2017-07-01
"596","21",2017,8,20.4821534711587,2017-08-01
"597","21",2017,9,10.0185669005874,2017-09-01
"598","21",2017,10,7.63636632024586,2017-10-01
"599","21",2017,11,6.50000958412212,2017-11-01
"600","21",2017,12,6.77982166096663,2017-12-01
"601","21",2018,1,6.90228482362721,2018-01-01
"602","21",2018,2,7.228344379852,2018-02-01
"603","21",2018,3,7.0175139264765,2018-03-01
"604","21",2018,4,6.69188740858325,2018-04-01
"605","21",2018,5,6.97318131453259,2018-05-01
"606","21",2018,6,5.82013846781471,2018-06-01
"607","21",2018,7,7.44643435983359,2018-07-01
"608","21",2018,8,24.3964650482958,2018-08-01
"609","21",2018,9,6.70415353416239,2018-09-01
"610","21",2018,10,9.98464197310219,2018-10-01
"611","21",2018,11,8.07355474538871,2018-11-01
"612","21",2018,12,6.9529216082357,2018-12-01
"613","21",2019,1,7.54021310250737,2019-01-01
"614","21",2019,2,7.07296020316962,2019-02-01
"615","21",2019,3,7.62210060745521,2019-03-01
"616","21",2019,4,6.06500979865704,2019-04-01
"617","21",2019,5,7.14283539551605,2019-05-01
"618","21",2019,6,5.4840516805206,2019-06-01
"619","21",2019,7,6.34400558503219,2019-07-01
"620","21",2019,8,6.41637620798226,2019-08-01
"621","21",2019,9,5.57771495239838,2019-09-01
"622","21",2019,10,7.93982279067061,2019-10-01
"623","21",2019,11,9.06758936875068,2019-11-01
"624","21",2019,12,7.41114685442708,2019-12-01
"625","21",2020,1,7.29457538376066,2020-01-01
"626","21",2020,2,8.17129909913537,2020-02-01
"627","21",2020,3,7.27468687566918,2020-03-01
"628","21",2020,4,6.1713323696038,2020-04-01
"629","21",2020,5,6.33160122231675,2020-05-01
"630","21",2020,6,6.16803431904177,2020-06-01
"631","21",2020,7,6.92093357165789,2020-07-01
"632","21",2020,8,7.23522102136898,2020-08-01
"633","21",2020,9,13.6607276620991,2020-09-01
"634","21",2020,10,8.33597067434717,2020-10-01
"635","21",2020,11,7.10091672625031,2020-11-01
"636","21",2020,12,7.65927095327128,2020-12-01
"637","21",2021,1,7.55992014414685,2021-01-01
"638","21",2021,2,7.16009910546495,2021-02-01
"639","21",2021,3,7.11435035271557,2021-03-01
"640","21",2021,4,6.52607635733015,2021-04-01
"641","21",2021,5,6.61342090216743,2021-05-01
"642","21",2021,6,6.0386977098087,2021-06-01
"643","21",2021,7,7.11359704092195,2021-07-01
"644","21",2021,8,10.4510302661671,2021-08-01
"645","21",2021,9,7.56871221465224,2021-09-01
"646","21",2021,10,7.89374275322016,2021-10-01
"647","21",2021,11,7.69166639331494,2021-11-01
"648","21",2021,12,7.00938946183223,2021-12-01
"649","21",2022,1,7.55992014414685,2022-01-01
"650","21",2022,2,7.16009910546495,2022-02-01
"651","21",2022,3,7.11435035271557,2022-03-01
"652","21",2022,4,6.52607635733015,2022-04-01
"653","21",2022,5,6.61342090216743,2022-05-01
"654","21",2022,6,6.0386977098087,2022-06-01
"655","21",2022,7,7.11359704092195,2022-07-01
"656","21",2022,8,10.4510302661671,2022-08-01
"657","21",2022,9,7.56871221465224,2022-09-01
"658","21",2022,10,7.89374275322016,2022-10-01
"659","21",2022,11,7.69166639331494,2022-11-01
"660","21",2022,12,7.00938946183223,2022-12-01
"661","22",2012,1,7.25876411223298,2012-01-01
"662","22",2012,2,7.28881664411076,2012-02-01
"663","22",2012,3,7.0503684167215,2012-03-01
"664","22",2012,4,6.01551133315082,2012-04-01
"665","22",2012,5,5.99058542003352,2012-05-01
"666","22",2012,6,5.96745767896515,2012-06-01
"667","22",2012,7,7.35846860592815,2012-07-01
"668","22",2012,8,6.59737489248631,2012-08-01
"669","22",2012,9,7.31592510949784,2012-09-01
"670","22",2012,10,6.67018606993895,2012-10-01
"671","22",2012,11,5.86252427368156,2012-11-01
"672","22",2012,12,5.90764911437232,2012-12-01
"673","22",2013,1,8.87581067617296,2013-01-01
"674","22",2013,2,8.10432164189061,2013-02-01
"675","22",2013,3,7.32201689608026,2013-03-01
"676","22",2013,4,6.4241529687126,2013-04-01
"677","22",2013,5,6.62169898980317,2013-05-01
"678","22",2013,6,6.14045988934883,2013-06-01
"679","22",2013,7,6.68863328023804,2013-07-01
"680","22",2013,8,6.19370036913485,2013-08-01
"681","22",2013,9,6.78279893957332,2013-09-01
"682","22",2013,10,8.79104685187532,2013-10-01
"683","22",2013,11,8.77593909468995,2013-11-01
"684","22",2013,12,8.45020817772995,2013-12-01
"685","22",2014,1,8.67821493265347,2014-01-01
"686","22",2014,2,6.40193900770043,2014-02-01
"687","22",2014,3,6.99909546877249,2014-03-01
"688","22",2014,4,6.05053522034993,2014-04-01
"689","22",2014,5,6.31053114344765,2014-05-01
"690","22",2014,6,5.94199125801121,2014-06-01
"691","22",2014,7,7.14182583726048,2014-07-01
"692","22",2014,8,8.67015166384265,2014-08-01
"693","22",2014,9,6.72890663226223,2014-09-01
"694","22",2014,10,6.20106375664166,2014-10-01
"695","22",2014,11,8.41845537395548,2014-11-01
"696","22",2014,12,7.02562301183269,2014-12-01
"697","22",2015,1,8.31512461716149,2015-01-01
"698","22",2015,2,7.6171008923775,2015-02-01
"699","22",2015,3,7.47346216053907,2015-03-01
"700","22",2015,4,6.2173023172366,2015-04-01
"701","22",2015,5,7.22316578690524,2015-05-01
"702","22",2015,6,6.40276859864815,2015-06-01
"703","22",2015,7,10.7320281321349,2015-07-01
"704","22",2015,8,7.94003344154414,2015-08-01
"705","22",2015,9,5.89577952323146,2015-09-01
"706","22",2015,10,7.58495007766008,2015-10-01
"707","22",2015,11,8.88821744902596,2015-11-01
"708","22",2015,12,7.25351834808737,2015-12-01
"709","22",2016,1,7.60643612802148,2016-01-01
"710","22",2016,2,7.10501669572472,2016-02-01
"711","22",2016,3,6.34340938535148,2016-03-01
"712","22",2016,4,7.15863445700848,2016-04-01
"713","22",2016,5,5.85560032176627,2016-05-01
"714","22",2016,6,5.38016727248247,2016-06-01
"715","22",2016,7,5.49728387860408,2016-07-01
"716","22",2016,8,5.96773268937145,2016-08-01
"717","22",2016,9,5.84486389276904,2016-09-01
"718","22",2016,10,6.27833364334223,2016-10-01
"719","22",2016,11,6.83423232154971,2016-11-01
"720","22",2016,12,7.3458598124369,2016-12-01
"721","22",2017,1,7.4656244883045,2017-01-01
"722","22",2017,2,6.8197374549329,2017-02-01
"723","22",2017,3,6.79114419892755,2017-03-01
"724","22",2017,4,5.73441960135672,2017-04-01
"725","22",2017,5,6.37096739419689,2017-05-01
"726","22",2017,6,6.22423734124106,2017-06-01
"727","22",2017,7,6.17545248091138,2017-07-01
"728","22",2017,8,17.582484165036,2017-08-01
"729","22",2017,9,8.51271286836486,2017-09-01
"730","22",2017,10,7.57551131108129,2017-10-01
"731","22",2017,11,6.47620346791625,2017-11-01
"732","22",2017,12,8.22892735799047,2017-12-01
"733","22",2018,1,7.41918205617002,2018-01-01
"734","22",2018,2,7.45703594119712,2018-02-01
"735","22",2018,3,6.8657984188021,2018-03-01
"736","22",2018,4,6.44344664429762,2018-04-01
"737","22",2018,5,6.63629321383185,2018-05-01
"738","22",2018,6,5.93569144219571,2018-06-01
"739","22",2018,7,7.35731153801042,2018-07-01
"740","22",2018,8,22.173470377008,2018-08-01
"741","22",2018,9,6.55103720104707,2018-09-01
"742","22",2018,10,8.93812490207953,2018-10-01
"743","22",2018,11,8.14733373493647,2018-11-01
"744","22",2018,12,7.27453102166933,2018-12-01
"745","22",2019,1,7.96861859176247,2019-01-01
"746","22",2019,2,7.06045387740185,2019-02-01
"747","22",2019,3,6.59254689765642,2019-03-01
"748","22",2019,4,5.82635497878589,2019-04-01
"749","22",2019,5,6.7034111795439,2019-05-01
"750","22",2019,6,5.70534664482156,2019-06-01
"751","22",2019,7,6.85504438309498,2019-07-01
"752","22",2019,8,6.64843214111346,2019-08-01
"753","22",2019,9,5.544577790611,2019-09-01
"754","22",2019,10,7.79782532403951,2019-10-01
"755","22",2019,11,8.92245692823636,2019-11-01
"756","22",2019,12,7.84460849326176,2019-12-01
"757","22",2020,1,7.47664338156003,2020-01-01
"758","22",2020,2,8.39676870580335,2020-02-01
"759","22",2020,3,7.46568268763352,2020-03-01
"760","22",2020,4,6.38674573496607,2020-04-01
"761","22",2020,5,6.45103310177286,2020-05-01
"762","22",2020,6,6.46564730828542,2020-06-01
"763","22",2020,7,7.13631513572256,2020-07-01
"764","22",2020,8,7.21003565044931,2020-08-01
"765","22",2020,9,11.5949356924972,2020-09-01
"766","22",2020,10,8.2787727871738,2020-10-01
"767","22",2020,11,7.59032942727631,2020-11-01
"768","22",2020,12,7.785679808825,2020-12-01
"769","22",2021,1,7.88562404207101,2021-01-01
"770","22",2021,2,7.38667906949667,2021-02-01
"771","22",2021,3,6.97995645507864,2021-03-01
"772","22",2021,4,6.2818128225362,2021-04-01
"773","22",2021,5,6.39010069169959,2021-05-01
"774","22",2021,6,6.085191807108,2021-06-01
"775","22",2021,7,7.26931214847428,2021-07-01
"776","22",2021,8,9.79760214303243,2021-08-01
"777","22",2021,9,7.17130507219481,2021-09-01
"778","22",2021,10,7.60859311520634,2021-10-01
"779","22",2021,11,7.74219697489545,2021-11-01
"780","22",2021,12,7.4740000263818,2021-12-01
"781","22",2022,1,7.88562404207101,2022-01-01
"782","22",2022,2,7.38667906949667,2022-02-01
"783","22",2022,3,6.97995645507864,2022-03-01
"784","22",2022,4,6.2818128225362,2022-04-01
"785","22",2022,5,6.39010069169959,2022-05-01
"786","22",2022,6,6.085191807108,2022-06-01
"787","22",2022,7,7.26931214847428,2022-07-01
"788","22",2022,8,9.79760214303243,2022-08-01
"789","22",2022,9,7.17130507219481,2022-09-01
"790","22",2022,10,7.60859311520634,2022-10-01
"791","22",2022,11,7.74219697489545,2022-11-01
"792","22",2022,12,7.4740000263818,2022-12-01
"793","23",2012,1,7.1761462443163,2012-01-01
"794","23",2012,2,7.08687962407656,2012-02-01
"795","23",2012,3,6.89402985290841,2012-03-01
"796","23",2012,4,6.01749318063594,2012-04-01
"797","23",2012,5,5.92150337796801,2012-05-01
"798","23",2012,6,5.93815268285945,2012-06-01
"799","23",2012,7,7.06846987228895,2012-07-01
"800","23",2012,8,6.47828467504458,2012-08-01
"801","23",2012,9,6.94049590143901,2012-09-01
"802","23",2012,10,6.63615305211165,2012-10-01
"803","23",2012,11,5.56103729080071,2012-11-01
"804","23",2012,12,5.63846200942232,2012-12-01
"805","23",2013,1,8.78200826895493,2013-01-01
"806","23",2013,2,8.05457747493684,2013-02-01
"807","23",2013,3,7.49626368021534,2013-03-01
"808","23",2013,4,6.70350149677979,2013-04-01
"809","23",2013,5,6.66173647051689,2013-05-01
"810","23",2013,6,6.29411740930644,2013-06-01
"811","23",2013,7,6.43859693589504,2013-07-01
"812","23",2013,8,6.09413737587187,2013-08-01
"813","23",2013,9,6.63090644506799,2013-09-01
"814","23",2013,10,9.29205880318543,2013-10-01
"815","23",2013,11,9.00215368068919,2013-11-01
"816","23",2013,12,8.20055584145855,2013-12-01
"817","23",2014,1,9.02147671124435,2014-01-01
"818","23",2014,2,6.3785067738671,2014-02-01
"819","23",2014,3,6.78133158873037,2014-03-01
"820","23",2014,4,6.13586630529863,2014-04-01
"821","23",2014,5,6.37817295822824,2014-05-01
"822","23",2014,6,5.94522633892137,2014-06-01
"823","23",2014,7,6.68869623220511,2014-07-01
"824","23",2014,8,8.2091982359782,2014-08-01
"825","23",2014,9,6.57276129962296,2014-09-01
"826","23",2014,10,6.12379227460504,2014-10-01
"827","23",2014,11,8.79729158749798,2014-11-01
"828","23",2014,12,7.02856499112063,2014-12-01
"829","23",2015,1,8.45867390634203,2015-01-01
"830","23",2015,2,7.59767737650342,2015-02-01
"831","23",2015,3,7.4988379906206,2015-03-01
"832","23",2015,4,6.26499908180357,2015-04-01
"833","23",2015,5,7.11867330384407,2015-05-01
"834","23",2015,6,6.11158717866303,2015-06-01
"835","23",2015,7,9.54562653942033,2015-07-01
"836","23",2015,8,7.82777663861681,2015-08-01
"837","23",2015,9,5.8985293060971,2015-09-01
"838","23",2015,10,7.83706599112368,2015-10-01
"839","23",2015,11,9.16176600007131,2015-11-01
"840","23",2015,12,7.14425203325131,2015-12-01
"841","23",2016,1,7.70700631470378,2016-01-01
"842","23",2016,2,6.89709101845578,2016-02-01
"843","23",2016,3,6.26077882040676,2016-03-01
"844","23",2016,4,7.37770423801746,2016-04-01
"845","23",2016,5,5.77831100475599,2016-05-01
"846","23",2016,6,5.17837056202517,2016-06-01
"847","23",2016,7,5.24998355105761,2016-07-01
"848","23",2016,8,5.69227570922809,2016-08-01
"849","23",2016,9,5.74865698088889,2016-09-01
"850","23",2016,10,6.20926222183277,2016-10-01
"851","23",2016,11,6.64018660549872,2016-11-01
"852","23",2016,12,7.24812592449549,2016-12-01
"853","23",2017,1,7.30909533947637,2017-01-01
"854","23",2017,2,6.74522162605,2017-02-01
"855","23",2017,3,6.57756507768789,2017-03-01
"856","23",2017,4,5.60949066069549,2017-04-01
"857","23",2017,5,6.6020376012738,2017-05-01
"858","23",2017,6,6.16105516951509,2017-06-01
"859","23",2017,7,5.7368551590132,2017-07-01
"860","23",2017,8,15.8865439513848,2017-08-01
"861","23",2017,9,8.41431930803497,2017-09-01
"862","23",2017,10,7.74638769754979,2017-10-01
"863","23",2017,11,6.4833859263402,2017-11-01
"864","23",2017,12,8.31588929584337,2017-12-01
"865","23",2018,1,7.34771577272145,2018-01-01
"866","23",2018,2,7.2531298755286,2018-02-01
"867","23",2018,3,6.8823431271468,2018-03-01
"868","23",2018,4,6.61568769918271,2018-04-01
"869","23",2018,5,6.45548219051703,2018-05-01
"870","23",2018,6,5.75355459167295,2018-06-01
"871","23",2018,7,6.78745097219491,2018-07-01
"872","23",2018,8,21.7631040669487,2018-08-01
"873","23",2018,9,6.49954873238017,2018-09-01
"874","23",2018,10,9.25173290288736,2018-10-01
"875","23",2018,11,8.27147652850644,2018-11-01
"876","23",2018,12,7.25992147245113,2018-12-01
"877","23",2019,1,8.00360358123272,2019-01-01
"878","23",2019,2,7.07078695291663,2019-02-01
"879","23",2019,3,6.80708611745129,2019-03-01
"880","23",2019,4,5.94354207278672,2019-04-01
"881","23",2019,5,6.52502937248427,2019-05-01
"882","23",2019,6,5.45458517830074,2019-06-01
"883","23",2019,7,6.4358301581134,2019-07-01
"884","23",2019,8,6.3944020823505,2019-08-01
"885","23",2019,9,5.49056818910182,2019-09-01
"886","23",2019,10,8.06255744333707,2019-10-01
"887","23",2019,11,9.08520679994326,2019-11-01
"888","23",2019,12,7.57074909308783,2019-12-01
"889","23",2020,1,7.32683806200105,2020-01-01
"890","23",2020,2,8.29210411493928,2020-02-01
"891","23",2020,3,7.41426447278511,2020-03-01
"892","23",2020,4,6.30620143468368,2020-04-01
"893","23",2020,5,6.60061994798907,2020-05-01
"894","23",2020,6,6.55018667959814,2020-06-01
"895","23",2020,7,7.10715559606727,2020-07-01
"896","23",2020,8,7.3135293184067,2020-08-01
"897","23",2020,9,12.5390176177008,2020-09-01
"898","23",2020,10,8.31527474782354,2020-10-01
"899","23",2020,11,7.48589815404063,2020-11-01
"900","23",2020,12,7.75594390183692,2020-12-01
"901","23",2021,1,7.8910668825605,2021-01-01
"902","23",2021,2,7.29302136762277,2021-02-01
"903","23",2021,3,6.95046457840598,2021-03-01
"904","23",2021,4,6.35177316981297,2021-04-01
"905","23",2021,5,6.37665014794921,2021-05-01
"906","23",2021,6,6.00233029918812,2021-06-01
"907","23",2021,7,6.83472409646591,2021-07-01
"908","23",2021,8,9.43843999296966,2021-08-01
"909","23",2021,9,7.15817356382693,2021-09-01
"910","23",2021,10,7.76152379352821,2021-10-01
"911","23",2021,11,7.80440702349318,2021-11-01
"912","23",2021,12,7.37032285447314,2021-12-01
"913","23",2022,1,7.8910668825605,2022-01-01
"914","23",2022,2,7.29302136762277,2022-02-01
"915","23",2022,3,6.95046457840598,2022-03-01
"916","23",2022,4,6.35177316981297,2022-04-01
"917","23",2022,5,6.37665014794921,2022-05-01
"918","23",2022,6,6.00233029918812,2022-06-01
"919","23",2022,7,6.83472409646591,2022-07-01
"920","23",2022,8,9.43843999296966,2022-08-01
"921","23",2022,9,7.15817356382693,2022-09-01
"922","23",2022,10,7.76152379352821,2022-10-01
"923","23",2022,11,7.80440702349318,2022-11-01
"924","23",2022,12,7.37032285447314,2022-12-01
"925","31",2012,1,7.2565730803474,2012-01-01
"926","31",2012,2,7.31484222912899,2012-02-01
"927","31",2012,3,6.98025595082442,2012-03-01
"928","31",2012,4,5.78986557446409,2012-04-01
"929","31",2012,5,5.85017933247056,2012-05-01
"930","31",2012,6,5.88649000007083,2012-06-01
"931","31",2012,7,6.91874137634712,2012-07-01
"932","31",2012,8,6.33532313417178,2012-08-01
"933","31",2012,9,6.8162882798163,2012-09-01
"934","31",2012,10,6.61579583098983,2012-10-01
"935","31",2012,11,5.70970228124314,2012-11-01
"936","31",2012,12,5.49151340833221,2012-12-01
"937","31",2013,1,9.03628680780091,2013-01-01
"938","31",2013,2,8.1633457845051,2013-02-01
"939","31",2013,3,7.14373286759345,2013-03-01
"940","31",2013,4,6.22920761340863,2013-04-01
"941","31",2013,5,6.43730760069842,2013-05-01
"942","31",2013,6,5.96926582286632,2013-06-01
"943","31",2013,7,6.31052626699146,2013-07-01
"944","31",2013,8,6.01993206088665,2013-08-01
"945","31",2013,9,6.3663557240807,2013-09-01
"946","31",2013,10,8.27086817285016,2013-10-01
"947","31",2013,11,9.0125968428977,2013-11-01
"948","31",2013,12,8.38787676365064,2013-12-01
"949","31",2014,1,8.72558564050951,2014-01-01
"950","31",2014,2,6.7487818907893,2014-02-01
"951","31",2014,3,6.68630029306161,2014-03-01
"952","31",2014,4,5.79117412598106,2014-04-01
"953","31",2014,5,6.1336924908897,2014-05-01
"954","31",2014,6,5.85630482122239,2014-06-01
"955","31",2014,7,6.52740986212017,2014-07-01
"956","31",2014,8,7.82352826194495,2014-08-01
"957","31",2014,9,6.5981089952163,2014-09-01
"958","31",2014,10,5.74155884731438,2014-10-01
"959","31",2014,11,8.90250481246053,2014-11-01
"960","31",2014,12,7.41178313400138,2014-12-01
"961","31",2015,1,8.68679851983836,2015-01-01
"962","31",2015,2,7.75004030165117,2015-02-01
"963","31",2015,3,7.17190510101584,2015-03-01
"964","31",2015,4,5.79741846156831,2015-04-01
"965","31",2015,5,7.17545304671068,2015-05-01
"966","31",2015,6,6.29697820975515,2015-06-01
"967","31",2015,7,9.35479111059366,2015-07-01
"968","31",2015,8,7.20929373276942,2015-08-01
"969","31",2015,9,5.71037468257696,2015-09-01
"970","31",2015,10,7.58765944340838,2015-10-01
"971","31",2015,11,8.94151193804415,2015-11-01
"972","31",2015,12,7.34628404538509,2015-12-01
"973","31",2016,1,7.9959280999484,2016-01-01
"974","31",2016,2,7.13541853318976,2016-02-01
"975","31",2016,3,6.47455248336426,2016-03-01
"976","31",2016,4,6.40937921485692,2016-04-01
"977","31",2016,5,5.71032102452352,2016-05-01
"978","31",2016,6,5.1454318986362,2016-06-01
"979","31",2016,7,5.29811956356884,2016-07-01
"980","31",2016,8,5.52674451243096,2016-08-01
"981","31",2016,9,5.59428728530576,2016-09-01
"982","31",2016,10,6.15643571366022,2016-10-01
"983","31",2016,11,6.65959365112994,2016-11-01
"984","31",2016,12,7.21860393622177,2016-12-01
"985","31",2017,1,7.76155876889942,2017-01-01
"986","31",2017,2,6.87995340387173,2017-02-01
"987","31",2017,3,6.70281676751115,2017-03-01
"988","31",2017,4,5.30006048832278,2017-04-01
"989","31",2017,5,6.34273120246974,2017-05-01
"990","31",2017,6,6.21006796551025,2017-06-01
"991","31",2017,7,5.66254009075162,2017-07-01
"992","31",2017,8,14.1429885482965,2017-08-01
"993","31",2017,9,8.43747104126035,2017-09-01
"994","31",2017,10,7.4587749674076,2017-10-01
"995","31",2017,11,6.34717512463145,2017-11-01
"996","31",2017,12,8.66450832483045,2017-12-01
"997","31",2018,1,7.65468023798579,2018-01-01
"998","31",2018,2,7.34872491755253,2018-02-01
"999","31",2018,3,6.7711469076766,2018-03-01
"1000","31",2018,4,6.3150308693328,2018-04-01
"1001","31",2018,5,6.48329426953657,2018-05-01
"1002","31",2018,6,5.73122395075755,2018-06-01
"1003","31",2018,7,6.85480116694569,2018-07-01
"1004","31",2018,8,21.4695504721824,2018-08-01
"1005","31",2018,9,6.530933556003,2018-09-01
"1006","31",2018,10,8.44762661238737,2018-10-01
"1007","31",2018,11,8.03994855725762,2018-11-01
"1008","31",2018,12,7.40755191614414,2018-12-01
"1009","31",2019,1,8.28369838587578,2019-01-01
"1010","31",2019,2,7.19473355164911,2019-02-01
"1011","31",2019,3,6.57788129076465,2019-03-01
"1012","31",2019,4,5.5277889046266,2019-04-01
"1013","31",2019,5,6.40224843971044,2019-05-01
"1014","31",2019,6,5.1014908721554,2019-06-01
"1015","31",2019,7,6.06559254995579,2019-07-01
"1016","31",2019,8,6.1484998631405,2019-08-01
"1017","31",2019,9,5.35007668044526,2019-09-01
"1018","31",2019,10,7.73082379438504,2019-10-01
"1019","31",2019,11,9.08996914400674,2019-11-01
"1020","31",2019,12,7.80160167538821,2019-12-01
"1021","31",2020,1,7.29292636054401,2020-01-01
"1022","31",2020,2,8.45246664784679,2020-02-01
"1023","31",2020,3,7.51636636243075,2020-03-01
"1024","31",2020,4,6.32174000910143,2020-04-01
"1025","31",2020,5,6.64299816390477,2020-05-01
"1026","31",2020,6,6.66097175340894,2020-06-01
"1027","31",2020,7,7.28368987743648,2020-07-01
"1028","31",2020,8,7.20417531599433,2020-08-01
"1029","31",2020,9,10.3375150187991,2020-09-01
"1030","31",2020,10,8.35899545510216,2020-10-01
"1031","31",2020,11,7.59860963894375,2020-11-01
"1032","31",2020,12,7.77437243421997,2020-12-01
"1033","31",2021,1,8.05602888912076,2021-01-01
"1034","31",2021,2,7.47015602456398,2021-02-01
"1035","31",2021,3,6.88020838226685,2021-03-01
"1036","31",2021,4,6.00784046391072,2021-04-01
"1037","31",2021,5,6.25932601871057,2021-05-01
"1038","31",2021,6,5.93678927588355,2021-06-01
"1039","31",2021,7,6.72172909594317,2021-07-01
"1040","31",2021,8,9.04444396547828,2021-08-01
"1041","31",2021,9,6.85462064103702,2021-09-01
"1042","31",2021,10,7.39800608766283,2021-10-01
"1043","31",2021,11,7.77649454488931,2021-11-01
"1044","31",2021,12,7.51904569759044,2021-12-01
"1045","31",2022,1,8.05602888912076,2022-01-01
"1046","31",2022,2,7.47015602456398,2022-02-01
"1047","31",2022,3,6.88020838226685,2022-03-01
"1048","31",2022,4,6.00784046391072,2022-04-01
"1049","31",2022,5,6.25932601871057,2022-05-01
"1050","31",2022,6,5.93678927588355,2022-06-01
"1051","31",2022,7,6.72172909594317,2022-07-01
"1052","31",2022,8,9.04444396547828,2022-08-01
"1053","31",2022,9,6.85462064103702,2022-09-01
"1054","31",2022,10,7.39800608766283,2022-10-01
"1055","31",2022,11,7.77649454488931,2022-11-01
"1056","31",2022,12,7.51904569759044,2022-12-01
"1057","32",2012,1,7.24732488228704,2012-01-01
"1058","32",2012,2,7.26676910972069,2012-02-01
"1059","32",2012,3,6.99468031770594,2012-03-01
"1060","32",2012,4,5.81907831260765,2012-04-01
"1061","32",2012,5,6.05198665249143,2012-05-01
"1062","32",2012,6,5.79690665123858,2012-06-01
"1063","32",2012,7,7.39190119399748,2012-07-01
"1064","32",2012,8,6.52317287747066,2012-08-01
"1065","32",2012,9,7.19348258433738,2012-09-01
"1066","32",2012,10,6.81204693154979,2012-10-01
"1067","32",2012,11,5.98238590612877,2012-11-01
"1068","32",2012,12,5.92196122519463,2012-12-01
"1069","32",2013,1,8.98465120706837,2013-01-01
"1070","32",2013,2,8.22038395587234,2013-02-01
"1071","32",2013,3,7.09957562257659,2013-03-01
"1072","32",2013,4,6.10966137586412,2013-04-01
"1073","32",2013,5,6.3847990638574,2013-05-01
"1074","32",2013,6,5.97158911012384,2013-06-01
"1075","32",2013,7,6.56138754159324,2013-07-01
"1076","32",2013,8,6.06454059202349,2013-08-01
"1077","32",2013,9,6.70370946655624,2013-09-01
"1078","32",2013,10,8.34428037829355,2013-10-01
"1079","32",2013,11,8.57285333916296,2013-11-01
"1080","32",2013,12,8.50420325859238,2013-12-01
"1081","32",2014,1,8.41466367415004,2014-01-01
"1082","32",2014,2,6.43500382542005,2014-02-01
"1083","32",2014,3,6.87418753564894,2014-03-01
"1084","32",2014,4,5.81917215762367,2014-04-01
"1085","32",2014,5,6.07579491792629,2014-05-01
"1086","32",2014,6,5.90007924430141,2014-06-01
"1087","32",2014,7,7.16485935563818,2014-07-01
"1088","32",2014,8,8.66591459968705,2014-08-01
"1089","32",2014,9,6.72133751928664,2014-09-01
"1090","32",2014,10,5.88938184424023,2014-10-01
"1091","32",2014,11,7.9780334039291,2014-11-01
"1092","32",2014,12,6.81267631440515,2014-12-01
"1093","32",2015,1,8.20966674553259,2015-01-01
"1094","32",2015,2,7.65080549550306,2015-02-01
"1095","32",2015,3,7.16579093241511,2015-03-01
"1096","32",2015,4,5.96120716728689,2015-04-01
"1097","32",2015,5,7.33308931798463,2015-05-01
"1098","32",2015,6,6.54225069405335,2015-06-01
"1099","32",2015,7,10.6976144264234,2015-07-01
"1100","32",2015,8,7.61714553645713,2015-08-01
"1101","32",2015,9,5.85226789597873,2015-09-01
"1102","32",2015,10,7.4302066759607,2015-10-01
